genome,locus_tag,start,end,strand,type,gene_names
NC_000913.3,b2395,2515643,2517832,-,CDS,pdeA;ECK2389;yfeA;NP_416896.4
NC_000913.3,b2396,2518041,2518116,-,tRNA,alaX;alaWbeta;ECK2390
NC_000913.3,b2397,2518156,2518231,-,tRNA,alaW;alaWalpha;ECK2391
NC_000913.3,b2398,2518467,2518811,+,CDS,yfeC;ECK2392;NP_416897.2
NC_000913.3,b2399,2518813,2519205,+,CDS,yfeD;ECK2393;NP_416898.3
NC_000913.3,b2400,2519257,2520672,-,CDS,gltX;ECK2394;gltM;gluRS;NP_416899.1
NC_000913.3,b2401,2520931,2521006,+,tRNA,valU;ECK2395;valUalpha
NC_000913.3,b2402,2521051,2521126,+,tRNA,valX;ECK2396;valU-beta;valUbeta
NC_000913.3,b2403,2521173,2521248,+,tRNA,valY;ECK2397;valUgamma
NC_000913.3,b2404,2521253,2521328,+,tRNA,lysV;ECK2398;supN
NC_000913.3,b2405,2521593,2522477,-,CDS,xapR;ECK2399;pndR;pRndR;yfeB;NP_416900.1
NC_000913.3,b2406,2522729,2523985,-,CDS,xapB;ECK2400;NP_416901.1
NC_000913.3,b2407,2524045,2524878,-,CDS,xapA;ECK2401;pndA;NP_416902.1
NC_000913.3,b2408,2525127,2525891,+,CDS,yfeN;ECK2402;NP_416903.1
NC_000913.3,b2409,2525930,2526856,-,CDS,yfeR;ECK2403;NP_416904.1
NC_000913.3,b2410,2526946,2527944,+,CDS,yfeH;ECK2404;NP_416905.1
NC_000913.3,b4546,2527941,2528159,-,CDS,ypeB;ECK2405;YP_588464.1
NC_000913.3,b2411,2528161,2530176,-,CDS,ligA;dnaL;ECK2406;lig;lop;pdeC;NP_416906.1
NC_000913.3,b2412,2530247,2531233,-,CDS,zipA;ECK2407;NP_416907.1
NC_000913.3,b2413,2531463,2532224,+,CDS,cysZ;ECK2408;NP_416908.1
NC_000913.3,b2414,2532409,2533380,+,CDS,cysK;ECK2409;ssi5;NP_416909.1
NC_000913.3,b2415,2533764,2534021,+,CDS,ptsH;ctr;ECK2410;hpr;NP_416910.1
NC_000913.3,b2416,2534066,2535793,+,CDS,ptsI;ctr;ECK2411;NP_416911.1
NC_000913.3,b2417,2535834,2536343,+,CDS,crr;ECK2412;gsr;iex;tgs;treD;NP_416912.1
NC_000913.3,b2418,2536386,2537237,-,CDS,pdxK;ECK2413;pdxL;yfeI;NP_416913.1
NC_000913.3,b2419,2537342,2537716,+,CDS,yfeK;ECK2414;NP_416914.1
NC_000913.3,b2420,2537749,2538483,+,CDS,yfeS;ECK2415;NP_416915.1
NC_000913.3,b2421,2538672,2539583,-,CDS,cysM;ECK2416;NP_416916.1
NC_000913.3,b2422,2539717,2540814,-,CDS,cysA;ECK2417;NP_416917.1
NC_000913.3,b2423,2540804,2541679,-,CDS,cysW;ECK2418;YP_026168.2
NC_000913.3,b2424,2541679,2542512,-,CDS,cysU;cysT;ECK2419;NP_416919.1
NC_000913.3,b2425,2542512,2543528,-,CDS,cysP;ECK2420;NP_416920.1
NC_000913.3,b2426,2543832,2544623,-,CDS,ucpA;ECK2421;yfeF;NP_416921.4
NC_000913.3,b2427,2544752,2545609,-,CDS,murR;ECK2422;yfeT;NP_416922.1
NC_000913.3,b2428,2545773,2546669,+,CDS,murQ;ECK2423;yfeU;NP_416923.1
NC_000913.3,b2429,2546673,2548097,+,CDS,murP;ECK2424;yfeV;NP_416924.1
NC_000913.3,b2430,2548102,2549406,+,CDS,yfeW;ECK2425;NP_416925.2
NC_000913.3,b2431,2549646,2550545,-,CDS,yfeX;ECK2426;NP_416926.4
NC_000913.3,b2432,2550641,2551216,-,CDS,yfeY;ECK2427;NP_416927.1
NC_000913.3,b2433,2551277,2551726,-,CDS,yfeZ;ECK2428;NP_416928.4
NC_000913.3,b2434,2551713,2552138,-,CDS,ypeA;ECK2429;NP_416929.4
NC_000913.3,b2435,2552352,2553221,+,CDS,amiA;ECK2430;yfeE;NP_416930.1
NC_000913.3,b2436,2553225,2554124,+,CDS,hemF;ECK2431;popB;sec;NP_416931.1
NC_000913.3,b2437,2554130,2555182,-,CDS,eutR;ECK2432;yfeG;NP_416932.1
NC_000913.3,b2438,2555228,2555728,-,CDS,eutK;ECK2433;yffI;NP_416933.4
NC_000913.3,b2439,2555741,2556400,-,CDS,eutL;ECK2434;yffJ;NP_416934.1
NC_000913.3,b2440,2556410,2557297,-,CDS,eutC;ECK2435;NP_416935.1
NC_000913.3,b2441,2557318,2558679,-,CDS,eutB;ECK2436;NP_416936.4
NC_000913.3,b2442,2558858,2560066,+,CDS,intZ;ECK2437;NP_416937.2
NC_000913.3,b2443,2560257,2560898,+,CDS,yffL;ECK2438;NP_416938.1
NC_000913.3,b2444,2561368,2561613,+,CDS,yffM;ECK2439;NP_416939.1
NC_000913.3,b2445,2561625,2561993,+,CDS,yffN;ECK2440;NP_416940.2
NC_000913.3,b2446,2562111,2562527,+,CDS,yffO;ECK2441;NP_416941.1
NC_000913.3,b2447,2562524,2563117,+,CDS,yffP;ECK2442;NP_416942.1
NC_000913.3,b2448,2563592,2563969,+,CDS,yffQ;ECK2443;NP_416943.2
NC_000913.3,b2449,2563980,2564372,+,CDS,yffR;ECK2444;NP_416944.1
NC_000913.3,b2450,2564523,2565332,+,CDS,yffS;ECK2445;NP_416945.2
NC_000913.3,b2451,2565481,2566884,-,CDS,eutA;ECK2446;yffT;NP_416946.1
NC_000913.3,b2452,2566881,2568107,-,CDS,eutH;ECK2447;yffU;NP_416947.1
NC_000913.3,b2453,2568324,2569511,-,CDS,eutG;ECK2448;yffV;NP_416948.4
NC_000913.3,b2454,2569501,2570337,-,CDS,eutJ;ECK2449;yffW;NP_416949.1
NC_000913.3,b2455,2570348,2571751,-,CDS,eutE;ECK2450;yffX;NP_416950.1
NC_000913.3,b2456,2571763,2572050,-,CDS,eutN;cchB;ECK2451;yffY;NP_416951.1
NC_000913.3,b2457,2572157,2572450,-,CDS,eutM;cchA;ECK2452;yffZ;NP_416952.2
NC_000913.3,b2458,2572489,2573505,-,CDS,eutD;ECK2453;eutI;ypfA;NP_416953.1
NC_000913.3,b2459,2573502,2574305,-,CDS,eutT;ECK2454;ypfB;NP_416954.1
NC_000913.3,b2460,2574302,2575003,-,CDS,eutQ;ECK2455;ypfC;NP_416955.1
NC_000913.3,b2461,2574978,2575457,-,CDS,eutP;ECK2456;ypfD;NP_416956.1
NC_000913.3,b2462,2575470,2575805,-,CDS,eutS;ECK2457;ypfE;NP_416957.4
NC_000913.3,b2463,2576098,2578377,-,CDS,maeB;ECK2458;ypfF;NP_416958.1
NC_000913.3,b2464,2578666,2579616,+,CDS,talA;ECK2459;NP_416959.1
NC_000913.3,b2465,2579636,2581639,+,CDS,tktB;ECK2460;NP_416960.1
NC_000913.3,b2466,2581734,2582777,-,CDS,ypfG;ECK2461;NP_416961.1
NC_000913.3,b2467,2582903,2583478,-,CDS,nudK;ECK2462;yffH;NP_416962.1
NC_000913.3,b2468,2583546,2585525,-,CDS,aegA;ECK2463;yffG;NP_416963.1
NC_000913.3,b2469,2585731,2587431,+,CDS,narQ;ECK2464;NP_416964.1
NC_000913.3,b2470,2587595,2590708,+,CDS,acrD;ECK2465;yffA;NP_416965.1
NC_000913.3,b4606,2590807,2590866,-,CDS,ypfM;ECK4415;YP_001165325.1
NC_000913.3,b2471,2591247,2591603,+,CDS,yffB;ECK2466;NP_416966.1
NC_000913.3,b2472,2591607,2592734,+,CDS,dapE;ECK2467;msgB;NP_416967.1
NC_000913.3,b4547,2592762,2592962,+,CDS,ypfN;ECK2468;YP_588465.1
NC_000913.3,b2473,2593072,2593770,-,CDS,ypfH;ECK2469;NP_416968.2
NC_000913.3,b2474,2593844,2595859,-,CDS,tmcA;ECK2470;ypfI;NP_416969.1
NC_000913.3,b2475,2595874,2596737,-,CDS,ypfJ;ECK2471;NP_416970.1
NC_000913.3,b2476,2596905,2597618,-,CDS,purC;ade;ade(g);ECK2472;NP_416971.1
NC_000913.3,b2477,2597831,2598865,-,CDS,bamC;dapX;ECK2473;nlpB;NP_416972.4
NC_000913.3,b2478,2598882,2599760,-,CDS,dapA;ECK2474;NP_416973.1
NC_000913.3,b2479,2599906,2600478,+,CDS,gcvR;ECK2475;yffD;NP_416974.4
NC_000913.3,b2480,2600478,2600948,+,CDS,bcp;ECK2476;NP_416975.1
NC_000913.3,b2481,2601201,2601818,+,CDS,hyfA;ECK2477;yffE;NP_416976.4
NC_000913.3,b2482,2601818,2603836,+,CDS,hyfB;ECK2478;yffF;NP_416977.1
NC_000913.3,b2483,2603847,2604794,+,CDS,hyfC;ECK2479;NP_416978.4
NC_000913.3,b2484,2604811,2606250,+,CDS,hyfD;ECK2480;NP_416979.1
NC_000913.3,b2485,2606262,2606912,+,CDS,hyfE;ECK2481;NP_416980.1
NC_000913.3,b2486,2606917,2608497,+,CDS,hyfF;ECK2482;NP_416981.1
NC_000913.3,b2487,2608487,2610154,+,CDS,hyfG;ECK2483;NP_416982.1
NC_000913.3,b2488,2610164,2610709,+,CDS,hyfH;ECK2484;NP_416983.1
NC_000913.3,b2489,2610706,2611464,+,CDS,hyfI;ECK2485;NP_416984.1
NC_000913.3,b2490,2611457,2611870,+,CDS,hyfJ;ECK2486;NP_416985.4
NC_000913.3,b2491,2611900,2613912,+,CDS,hyfR;ECK2487;NP_416986.4
NC_000913.3,b2492,2613934,2614782,+,CDS,focB;ECK2488;NP_416987.1
NC_000913.3,b2493,2614820,2615881,-,CDS,yfgO;ECK2489;perM;NP_416988.1
NC_000913.3,b2494,2616094,2617557,+,CDS,bepA;ECK2490;yfgC;NP_416989.1
NC_000913.3,b2495,2617578,2617937,+,CDS,yfgD;ECK2491;NP_416990.1
NC_000913.3,b2496,2618075,2618776,-,CDS,hda;ECK2492;idaB;yfgE;NP_416991.2
NC_000913.3,b2497,2618871,2620160,-,CDS,uraA;ECK2493;NP_416992.1
NC_000913.3,b2498,2620246,2620872,-,CDS,upp;ECK2494;uraP;NP_416993.2
NC_000913.3,b2499,2621197,2622234,+,CDS,purM;ECK2495;purG;purI;NP_416994.1
NC_000913.3,b2500,2622234,2622872,+,CDS,purN;ade;ade(c);ECK2496;NP_416995.1
NC_000913.3,b2501,2623044,2625110,+,CDS,ppk;ECK2497;NP_416996.1
NC_000913.3,b2502,2625115,2626656,+,CDS,ppx;ECK2498;NP_416997.1
NC_000913.3,b2503,2626695,2628938,-,CDS,pdeF;ECK2499;yfgF;NP_416998.1
NC_000913.3,b2504,2629290,2629481,+,CDS,yfgG;ECK2500;NP_416999.1
NC_000913.3,b2505,2629792,2630310,+,CDS,yfgH;ECK2501;NP_417000.1
NC_000913.3,b2506,2630326,2630865,+,CDS,yfgI;ECK2502;NP_417001.1
NC_000913.3,b2507,2630958,2632535,-,CDS,guaA;ECK2503;NP_417002.1
NC_000913.3,b2508,2632604,2634070,-,CDS,guaB;ECK2504;guaR;NP_417003.1
NC_000913.3,b2509,2634232,2635602,+,CDS,xseA;ECK2505;xse;NP_417004.1
NC_000913.3,b2510,2635599,2635814,-,CDS,yfgJ;ECK2506;NP_417005.2
NC_000913.3,b2511,2635884,2637356,-,CDS,der;ECK2507;engA;yfgK;NP_417006.2
NC_000913.3,b2512,2637474,2638652,-,CDS,bamB;ECK2508;yfgL;NP_417007.1
NC_000913.3,b2513,2638663,2639283,-,CDS,yfgM;ECK2509;NP_417008.1
NC_000913.3,b2514,2639301,2640575,-,CDS,hisS;ECK2510;NP_417009.1
NC_000913.3,b4761,2640595,2640686,-,ncRNA,sroE;ECK4618;k20
NC_000913.3,b2515,2640686,2641804,-,CDS,ispG;ECK2511;gcpE;NP_417010.1
NC_000913.3,b2516,2641831,2642844,-,CDS,rodZ;ECK2512;yfgA;NP_417011.1
NC_000913.3,b2517,2643129,2644283,-,CDS,rlmN;ECK2513;yfgB;NP_417012.1
NC_000913.3,b2518,2644433,2644864,-,CDS,ndk;ECK2514;NP_417013.1
NC_000913.3,b2519,2645013,2647325,-,CDS,pbpC;ECK2515;yfgN;NP_417014.1
NC_000913.3,b2520,2647326,2652287,-,CDS,yfhM;ECK2516;NP_417015.1
NC_000913.3,b2521,2652494,2653339,+,CDS,sseA;ECK2517;mstA;NP_417016.4
NC_000913.3,b4811,2653356,2653455,-,ncRNA,timR;ECK4668
NC_000913.3,b4440,2653855,2654158,+,ncRNA,ryfA;ECK2518;PAIR3b;tp1
NC_000913.3,b4812,2654001,2654126,+,CDS,timP;ECK4669;YP_010283914.1
NC_000913.3,b2522,2654157,2654933,-,CDS,sseB;ECK2519;NP_417017.4
NC_000913.3,b2523,2655075,2656358,-,CDS,pepB;ECK2520;yfhI;NP_417018.4
NC_000913.3,b2524,2656536,2656736,-,CDS,iscX;ECK2521;yfhJ;NP_417019.1
NC_000913.3,b2525,2656748,2657083,-,CDS,fdx;ECK2522;NP_417020.1
NC_000913.3,b2526,2657085,2658935,-,CDS,hscA;ECK2523;hsc;NP_417021.1
NC_000913.3,b2527,2658952,2659467,-,CDS,hscB;ECK2524;yfhE;NP_417022.1
NC_000913.3,b2528,2659563,2659886,-,CDS,iscA;ECK2525;yfhF;NP_417023.1
NC_000913.3,b2529,2659903,2660289,-,CDS,iscU;ECK2526;nifU;yfhN;NP_417024.1
NC_000913.3,b2530,2660317,2661531,-,CDS,iscS;ECK2527;nuvC;yfhO;yzzO;YP_026169.1
NC_000913.3,b2531,2661643,2662131,-,CDS,iscR;ECK2528;yfhP;NP_417026.1
NC_000913.3,b2532,2662583,2663323,-,CDS,trmJ;ECK2529;yfhQ;NP_417027.1
NC_000913.3,b2533,2663442,2664245,+,CDS,suhB;ECK2530;ssyA;NP_417028.1
NC_000913.3,b2534,2664390,2665244,+,CDS,yfhR;ECK2531;NP_417029.4
NC_000913.3,b2535,2665435,2666715,+,CDS,csiE;csi-16;ECK2532;NP_417030.2
NC_000913.3,b2536,2666707,2667846,-,CDS,hcaT;ECK2533;yfhS;NP_417031.1
NC_000913.3,b2537,2668006,2668896,-,CDS,hcaR;ECK2534;phdR;yfhT;NP_417032.1
NC_000913.3,b4706,2668006,2668071,-,CDS,iroK;ECK4518;YP_008592385.1
NC_000913.3,b2538,2669032,2670393,+,CDS,hcaE;digA;ECK2535;hcaA;hcaA1;phdC1;yfhU;NP_417033.1
NC_000913.3,b2539,2670390,2670908,+,CDS,hcaF;digB;ECK2536;hcaA;hcaA2;hcaB;phdC2;yfhV;NP_417034.1
NC_000913.3,b2540,2670908,2671228,+,CDS,hcaC;ECK2537;hcaa3;phdB;yfhW;NP_417035.1
NC_000913.3,b2541,2671225,2672037,+,CDS,hcaB;ECK2538;phdD;yfhX;NP_417036.1
NC_000913.3,b2542,2672047,2673249,+,CDS,hcaD;ECK2539;hcaa4;phdA;yfhY;NP_417037.1
NC_000913.3,b2543,2673346,2673768,+,CDS,yphA;ECK2540;NP_417038.4
NC_000913.3,b2544,2673816,2674688,-,CDS,yphB;ECK2541;NP_417039.1
NC_000913.3,b2545,2674700,2675761,-,CDS,yphC;ECK2542;NP_417040.2
NC_000913.3,b2546,2675827,2676825,-,CDS,yphD;ECK2543;NP_417041.1
NC_000913.3,b2547,2676850,2678361,-,CDS,yphE;ECK2544;NP_417042.1
NC_000913.3,b2548,2678384,2679367,-,CDS,yphF;ECK2545;NP_417043.1
NC_000913.3,b2549,2679464,2682745,-,CDS,yphG;ECK2546;NP_417044.4
NC_000913.3,b2550,2682863,2684056,+,CDS,yphH;ECK2547;NP_417045.4
NC_000913.3,b2551,2684254,2685507,-,CDS,glyA;ECK2548;NP_417046.1
NC_000913.3,b2552,2685835,2687025,+,CDS,hmp;ECK2549;fsrB;hmpA;NP_417047.1
NC_000913.3,b2553,2687070,2687408,-,CDS,glnB;ECK2550;NP_417048.1
NC_000913.3,b2554,2687469,2688803,-,CDS,glrR;ECK2551;qseF;yfhA;NP_417049.1
NC_000913.3,b2555,2688793,2689506,-,CDS,qseG;ECK2552;yfhG;NP_417050.1
NC_000913.3,b2556,2689671,2691098,-,CDS,glrK;ECK2553;qseE;yfhK;yfhZ;NP_417051.2
NC_000913.3,b4441,2691157,2691340,-,ncRNA,glmY;ECK2554;sroF;tke1
NC_000913.3,b2557,2691656,2695543,-,CDS,purL;ECK2555;purI;YP_026170.1
NC_000913.3,b2558,2695801,2697357,+,CDS,mltF;ECK2556;yfhD;NP_417053.2
NC_000913.3,b2559,2697354,2697857,-,CDS,tadA;ECK2557;yfhC;NP_417054.2
NC_000913.3,b2560,2697915,2698550,-,CDS,pgpC;ECK2558;yfhB;NP_417055.4
NC_000913.3,b2561,2698759,2699607,+,CDS,yfhH;ECK2559;NP_417056.2
NC_000913.3,b2562,2699663,2699923,+,CDS,yfhL;ECK2560;NP_417057.1
NC_000913.3,b4687,2700117,2700197,-,CDS,shoB;b4681;ECK4502;ryfB;yphI;YP_002791251.1
NC_000913.3,b4608,2700520,2700598,+,ncRNA,ohsC;ECK4417;ryfC
NC_000913.3,b2563,2700618,2700998,-,CDS,acpS;dpj;ECK2561;NP_417058.1
NC_000913.3,b2564,2700998,2701729,-,CDS,pdxJ;ECK2562;NP_417059.1
NC_000913.3,b2565,2701741,2702469,-,CDS,recO;ECK2563;NP_417060.1
NC_000913.3,b2566,2702481,2703386,-,CDS,era;ECK2564;rbaA;sdgE;NP_417061.1
NC_000913.3,b2567,2703383,2704063,-,CDS,rnc;ECK2565;NP_417062.1
NC_000913.3,b2568,2704335,2705309,-,CDS,lepB;ECK2566;lep;NP_417063.1
NC_000913.3,b2569,2705325,2707124,-,CDS,lepA;ECK2567;NP_417064.1
NC_000913.3,b2570,2707322,2707801,-,CDS,rseC;ECK2568;NP_417065.1
NC_000913.3,b2571,2707798,2708754,-,CDS,rseB;ECK2569;NP_417066.1
NC_000913.3,b2572,2708754,2709404,-,CDS,rseA;ECK2570;mclA;yfiJ;NP_417067.1
NC_000913.3,b2573,2709437,2710012,-,CDS,rpoE;ECK2571;sigE;NP_417068.1
NC_000913.3,b4725,2710009,2710164,-,CDS,rseD;ECK4582;YP_009518806.1
NC_000913.3,b2574,2710420,2712042,+,CDS,nadB;ECK2572;nic;nicB;NP_417069.1
NC_000913.3,b2575,2712027,2712764,-,CDS,yfiC;ECK2573;trmM;NP_417070.2
NC_000913.3,b2576,2712896,2714230,+,CDS,srmB;ECK2574;rbaB;rhlA;NP_417071.1
NC_000913.3,b2577,2714439,2715320,-,CDS,yfiE;ECK2575;NP_417072.4
NC_000913.3,b2578,2715423,2716010,+,CDS,eamB;ECK2576;yfiK;NP_417073.1
NC_000913.3,b2579,2716066,2716449,-,CDS,grcA;ECK2577;yfiD;NP_417074.1
NC_000913.3,b2580,2716754,2717443,+,CDS,ung;ECK2578;NP_417075.1
NC_000913.3,b2581,2717491,2718528,-,CDS,yfiF;ECK2579;NP_417076.1
NC_000913.3,b2582,2718735,2719154,+,CDS,trxC;ECK2580;yfiG;NP_417077.1
NC_000913.3,b2583,2719223,2719921,+,CDS,tapT;ECK2581;tuaA;yfiP;NP_417078.4
NC_000913.3,b2584,2719953,2722613,+,CDS,patZ;ECK2582;pka;yfiQ;NP_417079.1
NC_000913.3,b4782,2722702,2722743,+,CDS,pssL;ECK4639;YP_010051192.1
NC_000913.3,b2585,2722727,2724082,+,CDS,pssA;ECK2583;pss;NP_417080.4
NC_000913.3,b2586,2724128,2724451,+,CDS,yfiM;ECK2584;NP_417081.2
NC_000913.3,b2587,2724448,2725746,-,CDS,kgtP;ECK2585;witA;NP_417082.1
NC_000913.3,b4783,2725925,2725987,+,CDS,yfiS;ECK4639;YP_010051193.1
NC_000913.3,b2588,2726069,2726188,-,rRNA,rrfG;ECK2586
NC_000913.3,b2589,2726281,2729184,-,rRNA,rrlG;ECK2587
NC_000913.3,b2590,2729369,2729444,-,tRNA,gltW;ECK2588
NC_000913.3,b2591,2729616,2731157,-,rRNA,rrsG;ECK2589
NC_000913.3,b2592,2731600,2734173,-,CDS,clpB;ECK2590;htpM;NP_417083.1;YP_010051194.1
NC_000913.3,b4609,2734153,2734295,-,ncRNA,ryfD;ECK4418
NC_000913.3,b2593,2734303,2735034,-,CDS,yfiH;ECK2591;pgeF;NP_417084.1
NC_000913.3,b2594,2735031,2736011,-,CDS,rluD;ECK2592;sfhB;yfiI;NP_417085.1
NC_000913.3,b2595,2736146,2736883,+,CDS,bamD;ecfD;ECK2593;yfiO;NP_417086.1
NC_000913.3,b2597,2737154,2737495,+,CDS,raiA;ECK2594;pY;urf1;yfiA;NP_417088.1
NC_000913.3,b4805,2737381,2737542,+,ncRNA,raiZ;ECK4662
NC_000913.3,b2598,2737599,2737646,+,CDS,pheL;ECK2595;pheAE;NP_417089.1
NC_000913.3,b2599,2737745,2738905,+,CDS,pheA;ECK2596;NP_417090.1
NC_000913.3,b2600,2738948,2740069,-,CDS,tyrA;ECK2597;NP_417091.1
NC_000913.3,b2601,2740080,2741150,-,CDS,aroF;ECK2598;NP_417092.1
NC_000913.3,b2602,2741360,2741725,+,CDS,yfiL;ECK2599;NP_417093.2
NC_000913.3,b2603,2741875,2742393,+,CDS,yfiR;ECK2600;NP_417094.1
NC_000913.3,b2604,2742383,2743609,+,CDS,dgcN;ECK2601;yfiN;NP_417095.1
NC_000913.3,b2605,2743625,2744107,+,CDS,yfiB;ECK2602;NP_417096.1
NC_000913.3,b2606,2744183,2744530,-,CDS,rplS;ECK2603;NP_417097.1
NC_000913.3,b2607,2744572,2745339,-,CDS,trmD;ECK2604;NP_417098.1
NC_000913.3,b2608,2745370,2745918,-,CDS,rimM;ECK2605;yfjA;NP_417099.4
NC_000913.3,b2609,2745937,2746185,-,CDS,rpsP;ECK2606;NP_417100.1
NC_000913.3,b2610,2746434,2747795,-,CDS,ffh;ECK2607;NP_417101.1
NC_000913.3,b2611,2747962,2748753,+,CDS,ypjD;ECK2608;NP_417102.4
NC_000913.3,b4461,2748774,2750060,+,CDS,yfjD;b2612;b2613;ECK2609;ypjE;YP_026171.3
NC_000913.3,b2614,2750115,2750708,-,CDS,grpE;ECK2610;NP_417104.1
NC_000913.3,b2615,2750831,2751709,+,CDS,nadK;ECK2611;yfjB;yfjE;NP_417105.1
NC_000913.3,b2616,2751795,2753456,+,CDS,recN;ECK2612;radB;YP_026172.1
NC_000913.3,b2617,2753605,2753946,+,CDS,bamE;ECK2613;smpA;smqA;NP_417107.2
NC_000913.3,b2618,2754008,2754298,-,CDS,yfjF;ECK2614;ratB;NP_417108.4
NC_000913.3,b2619,2754288,2754764,-,CDS,ratA;ECK2615;yfjG;NP_417109.1
NC_000913.3,b2620,2754896,2755378,+,CDS,smpB;ECK2616;smqB;NP_417110.1
NC_000913.3,b2622,2756159,2757400,+,CDS,intA;ECK2618;intX;slpA;NP_417111.1
NC_000913.3,b2623,2757644,2758600,-,CDS,yfjH;ECK2619;NP_417112.1
NC_000913.3,b2624,2758644,2758856,+,CDS,alpA;ECK2620;NP_417113.1
NC_000913.3,b2625,2758985,2760394,+,CDS,yfjI;ECK2621;NP_417114.1
NC_000913.3,b2626,2760547,2761173,+,CDS,yfjJ;ECK2622;NP_417115.1
NC_000913.3,b2627,2761351,2763540,-,CDS,abpB;ECK2623;yfjK;NP_417116.1
NC_000913.3,b2628,2763537,2765153,-,CDS,abpA;ECK2624;yfjL;NP_417117.1
NC_000913.3,b2629,2765513,2765776,-,CDS,yfjM;ECK2625;NP_417118.1
NC_000913.3,b2630,2765918,2766991,+,CDS,rnlA;ECK2626;std;yfjN;NP_417119.1
NC_000913.3,b2631,2766984,2767355,+,CDS,rnlB;ECK2627;yfjO;NP_417120.2
NC_000913.3,b2632,2767710,2768573,+,CDS,yfjP;ECK2628;YP_026173.1
NC_000913.3,b2633,2768665,2769486,+,CDS,yfjQ;ECK2629;NP_417122.1
NC_000913.3,b2634,2769703,2770404,+,CDS,yfjR;ECK2630;NP_417123.1
NC_000913.3,b2635,2770445,2770681,+,CDS,ypjK;ECK2631;YP_026174.2
NC_000913.3,b2636,2770681,2771124,+,CDS,yfjS;ECK2632;NP_417124.4
NC_000913.3,b2637,2771148,2771615,+,CDS,yfjT;ECK2633;NP_417125.1
NC_000913.3,b2638,2771840,2772154,-,CDS,yfjU;ECK2634;YP_009518807.1
NC_000913.3,b2642,2773318,2775021,+,CDS,yfjW;ECK2638;NP_417129.1
NC_000913.3,b2643,2775919,2776377,+,CDS,lfgA;ECK2639;yfjX;NP_417130.1
NC_000913.3,b2644,2776386,2776868,+,CDS,lfgB;ECK2640;yfjY;NP_417131.1
NC_000913.3,b4548,2776877,2777077,+,CDS,ypjJ;ECK2641;lfgC;YP_588466.1
NC_000913.3,b2645,2777115,2777432,+,CDS,yfjZ;ECK2642;lfgD;NP_417132.1
NC_000913.3,b2646,2777453,2777782,+,CDS,ypjF;ECK2643;lfgE;NP_417133.1
NC_000913.3,b2647,2778146,2782726,-,CDS,ypjA;ECK2644;NP_417134.2
NC_000913.3,b2649,2783638,2784429,-,CDS,ypjB;ECK2646;YP_009518808.1
NC_000913.3,b2650,2784529,2785011,-,CDS,ypjC;ECK2647;YP_009518809.1
NC_000913.3,b2652,2785762,2785837,-,tRNA,ileY;ECK2648
NC_000913.3,b2659,2788985,2789962,+,CDS,glaH;csi-12;csiD;ECK2653;ygaT;NP_417145.4
NC_000913.3,b2660,2789982,2791250,+,CDS,lhgD;ECK2654;lhgO;ygaF;NP_417146.2
NC_000913.3,b2661,2791273,2792721,+,CDS,gabD;ECK2655;NP_417147.1
NC_000913.3,b2662,2792735,2794015,+,CDS,gabT;ECK2656;NP_417148.1
NC_000913.3,b2663,2794253,2795653,+,CDS,gabP;ECK2657;NP_417149.1
NC_000913.3,b2664,2795674,2796336,+,CDS,glaR;csiR;ECK2658;gabC;ygaE;NP_417150.4
NC_000913.3,b2665,2796337,2796786,-,CDS,kbp;ECK2659;ygaU;yzzM;NP_417151.1
NC_000913.3,b2666,2796870,2797028,-,CDS,yqaE;ECK2660;NP_417152.1
NC_000913.3,b2667,2797211,2797510,+,CDS,ygaV;ECK2661;NP_417153.1
NC_000913.3,b2668,2797520,2798044,+,CDS,ygaP;ECK2662;NP_417154.1
NC_000913.3,b2669,2798091,2798495,-,CDS,stpA;ECK2663;hnsB;NP_417155.1
NC_000913.3,b2670,2799164,2799613,+,CDS,alaE;ECK2664;ygaW;NP_417156.1
NC_000913.3,b2671,2799650,2799994,-,CDS,ygaC;ECK2665;NP_417157.1
NC_000913.3,b2672,2800146,2800475,+,CDS,ygaM;ECK2666;NP_417158.4
NC_000913.3,b2673,2800723,2800968,+,CDS,nrdH;ECK2667;ygaN;NP_417159.1
NC_000913.3,b2674,2800965,2801375,+,CDS,nrdI;ECK2668;ygaO;NP_417160.1
NC_000913.3,b2675,2801348,2803492,+,CDS,nrdE;ECK2669;NP_417161.1
NC_000913.3,b2676,2803502,2804461,+,CDS,nrdF;ECK2670;ygaD;NP_417162.1
NC_000913.3,b2677,2804815,2806017,+,CDS,proV;ECK2671;osrA;proU;NP_417163.1
NC_000913.3,b2678,2806010,2807074,+,CDS,proW;ECK2672;osrA;proU;NP_417164.1
NC_000913.3,b2679,2807132,2808124,+,CDS,proX;ECK2673;osrA;proU;NP_417165.1
NC_000913.3,b2682,2809617,2810354,+,CDS,ygaZ;ECK2676;NP_417167.1
NC_000913.3,b2683,2810344,2810679,+,CDS,ygaH;ECK2677;NP_417168.1
NC_000913.3,b2684,2810770,2811300,+,CDS,mprA;ECK2678;emrR;NP_417169.1
NC_000913.3,b2685,2811427,2812599,+,CDS,emrA;ECK2679;NP_417170.1
NC_000913.3,b2686,2812616,2814154,+,CDS,emrB;ECK2680;NP_417171.1
NC_000913.3,b2687,2814218,2814733,-,CDS,luxS;ECK2681;ygaG;NP_417172.1
