genome,locus_tag,start,end,strand,type,gene_names
NC_000913.2,b2154,2241932,2242768,+,CDS,yeiG;ECK2147;JW2141;NP_416659.1
NC_000913.2,b2155,2242800,2244791,-,CDS,cirA;cir;ECK2148;feuA;JW2142;NP_416660.1
NC_000913.2,b2156,2245085,2246554,-,CDS,lysP;cadR;ECK2149;JW2143;NP_416661.1
NC_000913.2,b2157,2246759,2247640,-,CDS,yeiE;ECK2150;JW2144;NP_416662.1
NC_000913.2,b2158,2247739,2248788,+,CDS,yeiH;ECK2151;JW2145;NP_416663.1
NC_000913.2,b2159,2248862,2249719,+,CDS,nfo;ECK2152;JW2146;NP_416664.1
NC_000913.2,b2160,2249722,2250810,+,CDS,yeiI;ECK2153;JW2147;NP_416665.1
NC_000913.2,b2161,2250917,2252167,-,CDS,nupX;ECK2154;JW2148;yeiJ;NP_416666.1
NC_000913.2,b2162,2252267,2253208,-,CDS,rihB;ECK2155;JW2149;yeiK;NP_416667.1
NC_000913.2,b2163,2253377,2254036,+,CDS,yeiL;ECK2156;JW2150;NP_416668.3
NC_000913.2,b2164,2254107,2255357,-,CDS,psuT;ECK2157;JW2151;pscT;yeiM;NP_416669.1
NC_000913.2,b2165,2255451,2256389,-,CDS,psuG;ECK2158;JW2152;pscG;yeiN;NP_416670.1
NC_000913.2,b2166,2256377,2257318,-,CDS,psuK;ECK2159;JW2153;pscK;yeiC;NP_416671.1
NC_000913.2,b2167,2257741,2259432,-,CDS,fruA;ECK2160;JW2154;ptsF;NP_416672.1
NC_000913.2,b2168,2259449,2260387,-,CDS,fruK;ECK2161;fpk;JW2155;NP_416673.1
NC_000913.2,b2169,2260387,2261517,-,CDS,fruB;ECK2162;fpr;fruF;JW2156;NP_416674.1
NC_000913.2,b2170,2261885,2263066,+,CDS,setB;ECK2163;JW2157;yeiO;NP_416675.1
NC_000913.2,b4502,2263063,2263317,-,CDS,yeiW;ECK2164;JW5361;YP_588461.1
NC_000913.2,b2171,2263472,2264044,+,CDS,yeiP;ECK2165;JW5362;NP_416676.4
NC_000913.2,b2172,2264267,2265733,+,CDS,yeiQ;ECK2166;JW2160;NP_416677.1
NC_000913.2,b2173,2265851,2266837,+,CDS,yeiR;ECK2167;JW2161;NP_416678.1
NC_000913.2,b2174,2266876,2267589,+,CDS,lpxT;ECK2168;JW2162;yeiU;NP_416679.4
NC_000913.2,b2175,2268001,2268567,+,CDS,spr;ECK2169;JW2163;yeiV;NP_416680.1
NC_000913.2,b2176,2268748,2270304,+,CDS,rtn;ECK2170;JW2164;NP_416681.1
NC_000913.2,b2177,2270386,2272200,+,CDS,yejA;ECK2171;JW2165;NP_416682.4
NC_000913.2,b2178,2272201,2273295,+,CDS,yejB;ECK2172;JW2166;NP_416683.1
NC_000913.2,b2179,2273295,2274320,+,CDS,yejE;ECK2173;JW2167;NP_416684.1
NC_000913.2,b2180,2274322,2275911,+,CDS,yejF;ECK2174;JW2168;NP_416685.1
NC_000913.2,b2181,2275915,2276259,-,CDS,yejG;ECK2175;JW2169;NP_416686.1
NC_000913.2,b2182,2276592,2277782,-,CDS,bcr;bicA;bicR;ECK2176;JW5363;sur;suxA;NP_416687.1
NC_000913.2,b2183,2277810,2278505,-,CDS,rsuA;ECK2177;JW2171;yejD;NP_416688.1
NC_000913.2,b2184,2278654,2280414,+,CDS,yejH;ECK2178;JW2172;yejI;yejJ;NP_416689.1
NC_000913.2,b2185,2280539,2280823,+,CDS,rplY;ECK2179;JW2173;NP_416690.1
NC_000913.2,b2186,2280962,2281969,-,CDS,yejK;ECK2180;JW2174;ndpA;NP_416691.1
NC_000913.2,b2187,2282151,2282378,+,CDS,yejL;ECK2181;JW2175;NP_416692.1
NC_000913.2,b2188,2282398,2284158,+,CDS,yejM;ECK2182;JW2176;yejN;NP_416693.1
NC_000913.2,b2189,2284233,2284309,+,tRNA,proL;ECK2183;JWR0042;proW
NC_000913.2,b2192,2287087,2288103,-,CDS,insH1;ECK0261;NP_416696.1
NC_000913.2,b2193,2288522,2289169,+,CDS,narP;ECK2185;JW2181;NP_416697.1
NC_000913.2,b2194,2289380,2290432,-,CDS,ccmH;ECK2186;JW2182;yejP;NP_416698.1
NC_000913.2,b2195,2290429,2290986,-,CDS,dsbE;ccmG;ECK2187;JW2183;yejQ;NP_416699.1
NC_000913.2,b2196,2290983,2292926,-,CDS,ccmF;ECK2188;JW2184;yejR;NP_416700.1
NC_000913.2,b2197,2292923,2293402,-,CDS,ccmE;ECK2189;JW2185;yejS;NP_416701.1
NC_000913.2,b2198,2293399,2293608,-,CDS,ccmD;ECK2190;JW2186;yojM;NP_416702.1
NC_000913.2,b2199,2293605,2294342,-,CDS,ccmC;ECK2191;JW2187;yejT;yejU;NP_416703.1
NC_000913.2,b2200,2294384,2295046,-,CDS,ccmB;ECK2192;JW2188;yejV;NP_416704.1
NC_000913.2,b2201,2295043,2295666,-,CDS,ccmA;ECK2193;JW5366;yejW;NP_416705.2
NC_000913.2,b2202,2295679,2296281,-,CDS,napC;ECK2194;JW2190;yejX;NP_416706.1
NC_000913.2,b2203,2296291,2296740,-,CDS,napB;ECK2195;JW5367;yejY;NP_416707.4
NC_000913.2,b2204,2296737,2297600,-,CDS,napH;ECK2196;JW2192;yejZ;NP_416708.1
NC_000913.2,b2205,2297587,2298282,-,CDS,napG;ECK2197;JW2193;yojA;yojB;NP_416709.1
NC_000913.2,b2206,2298289,2300775,-,CDS,napA;ECK2198;JW2194;yojC;yojD;yojE;NP_416710.1
NC_000913.2,b2207,2300772,2301035,-,CDS,napD;ECK2199;JW2195;yojF;NP_416711.1
NC_000913.2,b2208,2301025,2301519,-,CDS,napF;ECK2200;JW2196;yojG;NP_416712.1
NC_000913.2,b4604,2301628,2301792,+,CDS,yojO;ECK4413;YP_001165322.1
NC_000913.2,b2209,2301927,2302415,+,CDS,eco;ECK2201;eti;JW2197;NP_416713.1
NC_000913.2,b2210,2303130,2304776,-,CDS,mqo;ECK2202;JW2198;yojH;NP_416714.1
NC_000913.2,b2211,2304994,2306637,-,CDS,yojI;ECK2203;JW2199;yojJ;NP_416715.1
NC_000913.2,b2212,2306713,2307363,-,CDS,alkB;aidD;ECK2204;JW2200;NP_416716.1
NC_000913.2,b2213,2307363,2308427,-,CDS,ada;ECK2205;JW2201;NP_416717.1
NC_000913.2,b2214,2308501,2309556,-,CDS,apbE;ECK2206;JW5368;yojK;yojL;NP_416718.1
NC_000913.2,b2215,2309668,2310771,-,CDS,ompC;ECK2207;JW2203;meoA;par;NP_416719.1
NC_000913.2,b4439,2311106,2311198,+,antisense_RNA,micF;ECK2208;IS113;JWR0043;stc
NC_000913.2,b2216,2311510,2314182,+,CDS,rcsD;ECK2209;JW2204;yojN;yojP;yojQ;NP_416720.1
NC_000913.2,b2217,2314199,2314849,+,CDS,rcsB;ECK2210;JW2205;viaA;NP_416721.1
NC_000913.2,b2218,2315049,2317898,-,CDS,rcsC;ECK2211;JW5917;JW5920;NP_416722.2
NC_000913.2,b2219,2318065,2319891,+,CDS,atoS;ECK2212;JW2213;NP_416723.1
NC_000913.2,b2220,2319888,2321273,+,CDS,atoC;Az;ECK2213;JW2214;NP_416724.1
NC_000913.2,b2221,2321469,2322131,+,CDS,atoD;ECK2214;JW2215;NP_416725.1
NC_000913.2,b2222,2322131,2322781,+,CDS,atoA;ECK2215;JW2216;NP_416726.1
NC_000913.2,b2223,2322778,2324100,+,CDS,atoE;ECK2216;JW2217;NP_416727.1
NC_000913.2,b2224,2324131,2325315,+,CDS,atoB;ECK2217;JW2218;NP_416728.1
NC_000913.2,b2225,2325389,2326165,-,CDS,yfaP;ECK2218;JW2219;NP_416729.1
NC_000913.2,b2226,2326170,2327819,-,CDS,yfaQ;ECK2219;JW2220;NP_416730.1
NC_000913.2,b2229,2332358,2332981,-,CDS,yfaT;ECK2221;JW2223;NP_416732.4
NC_000913.2,b2230,2332978,2334666,-,CDS,yfaA;ECK2222;JW2224;pufY;NP_416733.4
NC_000913.2,b2231,2334815,2337442,-,CDS,gyrA;ECK2223;hisW;JW2225;nalA;nfxA;norA;parD;NP_416734.1
NC_000913.2,b2232,2337589,2338311,+,CDS,ubiG;ECK2224;JW2226;pufX;yfaB;NP_416735.1
NC_000913.2,b2233,2338439,2342191,-,CDS,yfaL;ECK2225;JW2227;yfaF;yfaJ;yfaK;NP_416736.1
NC_000913.2,b2234,2342887,2345172,+,CDS,nrdA;dnaF;ECK2226;JW2228;NP_416737.1
NC_000913.2,b2235,2345406,2346536,+,CDS,nrdB;ECK2227;ftsB;JW2229;NP_416738.1
NC_000913.2,b2236,2346536,2346790,+,CDS,yfaE;ECK2228;JW2230;NP_416739.1
NC_000913.2,b2237,2346844,2347494,-,CDS,inaA;ECK2229;JW2231;yfaG;NP_416740.1
NC_000913.2,b2239,2347957,2349033,-,CDS,glpQ;ECK2231;JW2233;NP_416742.1
NC_000913.2,b2240,2349038,2350396,-,CDS,glpT;ECK2232;JW2234;NP_416743.1
NC_000913.2,b2241,2350669,2352297,+,CDS,glpA;ECK2233;JW2235;NP_416744.1
NC_000913.2,b2242,2352287,2353546,+,CDS,glpB;ECK2234;glpC;JW2236;psi-51;NP_416745.1
NC_000913.2,b2243,2353543,2354733,+,CDS,glpC;ECK2235;glpB;JW2237;NP_416746.1
NC_000913.2,b2244,2354926,2355825,+,CDS,yfaD;ECK2236;JW2238;NP_416747.1
NC_000913.2,b4543,2355838,2356023,+,CDS,ypaA;ECK2237;JW5964;YP_001165324.1
NC_000913.2,b2245,2356064,2356867,-,CDS,rhmA;ECK2238;JW2239;yfaU;NP_416748.1
NC_000913.2,b2246,2356885,2358174,-,CDS,rhmT;ECK2239;JW2240;yfaV;NP_416749.4
NC_000913.2,b2247,2358231,2359436,-,CDS,rhmD;ECK2240;JW2241;yfaW;NP_416750.2
NC_000913.2,b2248,2359451,2360233,-,CDS,rhmR;ECK2241;JW2242;yfaX;NP_416751.1
NC_000913.2,b2249,2360453,2361655,-,CDS,yfaY;cinA;ECK2242;JW2243;NP_416752.1
NC_000913.2,b2250,2361755,2362297,-,CDS,yfaZ;ECK2243;JW5371;NP_416753.4
NC_000913.2,b2251,2362576,2363001,+,CDS,nudI;ECK2244;JW2245;yfaO;NP_416754.1
NC_000913.2,b2252,2363040,2363642,-,CDS,ais;ECK2245;JW2246;pagH;pmrG;NP_416755.1
NC_000913.2,b2253,2363950,2365089,+,CDS,arnB;ECK2246;JW5372;pgbP1;pmrH;yfbE;NP_416756.5
NC_000913.2,b2254,2365093,2366061,+,CDS,arnC;ECK2247;JW2248;ORF2;pmrF;yfbF;NP_416757.1
NC_000913.2,b2255,2366061,2368043,+,CDS,arnA;ECK2248;JW2249;pbgP3;pmrI;SAF;yfbG;NP_416758.1
NC_000913.2,b2256,2368040,2368930,+,CDS,arnD;ECK2249;JW2250;pbgP4;pmrJ;yfbH;NP_416759.1
NC_000913.2,b2257,2368930,2370582,+,CDS,arnT;ECK2250;JW2251;pbgE1;pmrK;pqaB;yfbI;NP_416760.1
NC_000913.2,b4544,2370579,2370914,+,CDS,arnE;ECK2251;JW2252;pbgE2;pmrL;yfbW;YP_588462.1
NC_000913.2,b2258,2370914,2371300,+,CDS,arnF;ECK2252;JW5373;pbgE3;pmrM;yfbJ;NP_416761.4
NC_000913.2,b2259,2371294,2371560,-,CDS,pmrD;ECK2253;JW2254;NP_416762.2
NC_000913.2,b2260,2371670,2373025,-,CDS,menE;ECK2254;JW2255;NP_416763.1
NC_000913.2,b2261,2373022,2373984,-,CDS,menC;ECK2255;JW2256;NP_416764.1
NC_000913.2,b2262,2373984,2374841,-,CDS,menB;ECK2256;JW2257;NP_416765.1
NC_000913.2,b2263,2374856,2375614,-,CDS,menH;ECK2257;JW2258;yfbB;NP_416766.1
NC_000913.2,b2264,2375611,2377281,-,CDS,menD;ECK2258;JW5374;NP_416767.1
NC_000913.2,b2265,2377370,2378665,-,CDS,menF;ECK2259;JW2260;yfbA;NP_416768.4
NC_000913.2,b2266,2378744,2379049,-,CDS,elaB;ECK2260;JW2261;yfbD;NP_416769.1
NC_000913.2,b2267,2379104,2379565,-,CDS,elaA;ECK2261;JW2262;yfbC;NP_416770.1
NC_000913.2,b2268,2379630,2380547,+,CDS,rbn;ECK2262;ecoZ;elaC;JW2263;rnz;zipD;NP_416771.4
NC_000913.2,b2269,2380735,2381946,+,CDS,elaD;ECK2263;JW5840;NP_416772.1
NC_000913.2,b2270,2382017,2383744,-,CDS,yfbK;ECK2264;JW2265;NP_416773.1
NC_000913.2,b2271,2383882,2384853,+,CDS,yfbL;ECK2265;JW2266;NP_416774.2
NC_000913.2,b2272,2384956,2385459,+,CDS,yfbM;ECK2266;JW2267;NP_416775.1
NC_000913.2,b2273,2385732,2386448,-,CDS,yfbN;ECK2267;JW2268;NP_416776.1
NC_000913.2,b2274,2386657,2387079,+,CDS,yfbO;ECK2268;JW2269;NP_416777.2
NC_000913.2,b2275,2387138,2387986,+,CDS,yfbP;ECK2269;JW2270;NP_416778.2
NC_000913.2,b2276,2388070,2389527,-,CDS,nuoN;ECK2270;JW2271;NP_416779.2
NC_000913.2,b2277,2389534,2391063,-,CDS,nuoM;ECK2271;JW2272;nuoA;NP_416780.1
NC_000913.2,b2278,2391227,2393068,-,CDS,nuoL;ECK2272;JW2273;NP_416781.1
NC_000913.2,b2279,2393065,2393367,-,CDS,nuoK;ECK2273;JW2274;NP_416782.1
NC_000913.2,b2280,2393364,2393918,-,CDS,nuoJ;ECK2274;JW2275;NP_416783.1
NC_000913.2,b2281,2393930,2394472,-,CDS,nuoI;ECK2275;JW2276;NP_416784.1
NC_000913.2,b2282,2394487,2395464,-,CDS,nuoH;ECK2276;JW2277;NP_416785.1
NC_000913.2,b2283,2395461,2398187,-,CDS,nuoG;ECK2277;JW2278;NP_416786.4
NC_000913.2,b2284,2398240,2399577,-,CDS,nuoF;ECK2278;JW2279;nuoB;NP_416787.1
NC_000913.2,b2285,2399574,2400074,-,CDS,nuoE;ECK2279;JW2280;NP_416788.1
NC_000913.2,b2286,2400077,2401867,-,CDS,nuoC;ECK2280;JW5375;nuoCD;nuoD;NP_416789.2
NC_000913.2,b2287,2401973,2402635,-,CDS,nuoB;ECK2281;JW5875;NP_416790.1
NC_000913.2,b2288,2402651,2403094,-,CDS,nuoA;ECK2282;JW2283;NP_416791.3
NC_000913.2,b2289,2403725,2404663,-,CDS,lrhA;ECK2283;genR;hexA;JW2284;NP_416792.1
NC_000913.2,b2290,2405583,2406800,+,CDS,alaA;ECK2284;JW2287;yfbQ;NP_416793.1
NC_000913.2,b2291,2406884,2407483,+,CDS,yfbR;ECK2285;JW2288;NP_416794.1
NC_000913.2,b2292,2407542,2409374,-,CDS,yfbS;ECK2286;JW2289;NP_416795.1
NC_000913.2,b2293,2409461,2410111,-,CDS,yfbT;ECK2287;JW5376;NP_416796.2
NC_000913.2,b2294,2410122,2410616,-,CDS,yfbU;ECK2288;JW2291;NP_416797.2
NC_000913.2,b2295,2410699,2411154,-,CDS,yfbV;ECK2289;JW2292;NP_416798.1
NC_000913.2,b2296,2411492,2412694,+,CDS,ackA;ECK2290;JW2293;NP_416799.1
NC_000913.2,b2297,2412769,2414913,+,CDS,pta;ECK2291;JW2294;NP_416800.1
NC_000913.2,b2298,2415103,2416623,+,CDS,yfcC;ECK2292;JW2295;NP_416801.2
NC_000913.2,b2299,2416656,2417198,-,CDS,yfcD;ECK2293;JW2296;NP_416802.1
NC_000913.2,b2300,2417256,2417810,-,CDS,yfcE;ECK2294;JW5377;NP_416803.3
NC_000913.2,b2301,2417863,2418507,-,CDS,yfcF;ECK2295;JW2298;NP_416804.1
NC_000913.2,b2302,2418643,2419290,+,CDS,yfcG;ECK2296;JW2299;NP_416805.1
NC_000913.2,b2303,2419347,2419709,+,CDS,folX;ECK2297;JW2300;NP_416806.1
NC_000913.2,b2304,2419730,2420623,+,CDS,yfcH;ECK2298;JW2301;NP_416807.1
NC_000913.2,b2305,2420671,2421561,-,CDS,yfcI;ECK2299;JW2302;NP_416808.1
NC_000913.2,b2306,2421758,2422531,-,CDS,hisP;ECK2300;JW2303;NP_416809.1
NC_000913.2,b2307,2422539,2423255,-,CDS,hisM;ECK2301;JW2304;NP_416810.1
NC_000913.2,b2308,2423252,2423938,-,CDS,hisQ;ECK2302;JW2305;NP_416811.1
NC_000913.2,b2309,2424028,2424810,-,CDS,hisJ;ECK2303;JW2306;NP_416812.1
NC_000913.2,b2310,2425031,2425813,-,CDS,argT;ECK2304;JW2307;NP_416813.1
NC_000913.2,b2311,2426079,2426648,-,CDS,ubiX;dedF;ECK2305;JW2308;NP_416814.1
NC_000913.2,b2312,2426743,2428260,-,CDS,purF;ade;ECK2306;JW2309;purC;NP_416815.1
NC_000913.2,b2313,2428297,2428785,-,CDS,cvpA;dedE;ECK2307;JW2310;NP_416816.1
NC_000913.2,b2314,2429044,2429706,-,CDS,dedD;ECK2308;JW5378;NP_416817.2
NC_000913.2,b2315,2429696,2430964,-,CDS,folC;dedC;ECK2309;JW2312;NP_416818.1
NC_000913.2,b2316,2431034,2431948,-,CDS,accD;dedB;ECK2310;JW2313;usg;NP_416819.1
NC_000913.2,b2317,2432104,2432763,-,CDS,dedA;ECK2311;JW2314;NP_416820.1
NC_000913.2,b2318,2432846,2433658,-,CDS,truA;asuC;ECK2312;hisT;JW2315;leuK;NP_416821.1
NC_000913.2,b2319,2433658,2434671,-,CDS,usg;ECK2313;JW2316;NP_416822.1
NC_000913.2,b2320,2434737,2435873,-,CDS,pdxB;ECK2314;JW2317;NP_416823.1
NC_000913.2,b2321,2435972,2436967,+,CDS,flk;div;ECK2315;JW2318;rflH;NP_416824.1
NC_000913.2,b2322,2436964,2438142,-,CDS,yfcJ;ECK2316;JW2319;NP_416825.1
NC_000913.2,b2323,2438407,2439627,-,CDS,fabB;ECK2317;fabC;JW2320;NP_416826.1
NC_000913.2,b2324,2439786,2441792,+,CDS,mnmC;ECK2318;JW5380;trmC;yfcK;NP_416827.4
NC_000913.2,b2325,2441913,2442191,-,CDS,yfcL;ECK2319;JW2322;NP_416828.1
NC_000913.2,b2326,2442225,2442773,-,CDS,epmC;ECK2320;JW5381;yfcM;NP_416829.1
NC_000913.2,b2327,2442773,2443582,-,CDS,yfcA;ECK2321;JW2324;NP_416830.1
NC_000913.2,b2328,2443582,2444406,-,CDS,mepA;ECK2322;JW2325;NP_416831.1
NC_000913.2,b2329,2444410,2445495,-,CDS,aroC;ECK2323;JW2326;NP_416832.1
NC_000913.2,b2330,2445530,2446462,-,CDS,prmB;ECK2324;JW5841;yfcB;NP_416833.4
NC_000913.2,b2331,2446628,2447179,+,CDS,smrB;ECK2325;JW2328;yfcN;NP_416834.1
NC_000913.2,b2332,2447250,2448071,-,CDS,yfcO;ECK2326;JW2329;NP_416835.2
NC_000913.2,b2333,2448073,2448612,-,CDS,yfcP;ECK2327;JW2330;NP_416836.1
NC_000913.2,b2334,2448609,2449097,-,CDS,yfcQ;ECK2328;JW2331;NP_416837.1
NC_000913.2,b2335,2449094,2449606,-,CDS,yfcR;ECK2329;JW2332;NP_416838.1
NC_000913.2,b2336,2449606,2450358,-,CDS,yfcS;ECK2330;JW2333;NP_416839.1
NC_000913.2,b2339,2453105,2453668,-,CDS,yfcV;ECK2333;JW2336;NP_416841.1
NC_000913.2,b2340,2454349,2454834,-,CDS,sixA;ECK2334;JW2337;yfcW;NP_416842.1
NC_000913.2,b2341,2455037,2457181,-,CDS,fadJ;ECK2335;JW2338;yfcX;NP_416843.1
NC_000913.2,b2342,2457181,2458491,-,CDS,fadI;ECK2336;JW2339;yfcY;NP_416844.1
NC_000913.2,b2343,2458672,2458956,-,CDS,yfcZ;ECK2337;JW2340;NP_416845.2
NC_000913.2,b2344,2459328,2460668,+,CDS,fadL;ECK2338;JW2341;ttr;NP_416846.2
NC_000913.2,b2345,2461034,2462092,+,CDS,yfdF;ECK2339;JW2342;NP_416847.1
NC_000913.2,b2346,2462274,2463029,-,CDS,mlaA;ECK2340;JW2343;vacJ;NP_416848.1
NC_000913.2,b2347,2463323,2464255,+,CDS,yfdC;ECK2341;JW2344;NP_416849.1
NC_000913.2,b2348,2464331,2464405,+,tRNA,argW;ECK2342;JWR0044
NC_000913.2,b2349,2464567,2465724,+,CDS,intS;ECK2343;intC;JW2345;yfdB;NP_416850.1
NC_000913.2,b2350,2465877,2466239,+,CDS,gtrA;ECK2344;JW2346;yfdG;NP_416851.1
NC_000913.2,b2351,2466236,2467156,+,CDS,gtrB;ECK2345;JW2347;yfdH;NP_416852.1
NC_000913.2,b2352,2467153,2468484,+,CDS,gtrS;ECK2346;gtrIV;JW5382;yfdI;NP_416853.1
NC_000913.2,b2354,2469099,2469539,-,CDS,yfdK;ECK2348;JW2350;NP_416855.1
NC_000913.2,b2357,2470409,2470903,-,CDS,yfdN;ECK2351;JW5385;yzyA;NP_416858.1
NC_000913.2,b2359,2471626,2471988,+,CDS,yfdP;ECK2353;JW2356;NP_416860.4
NC_000913.2,b2360,2472054,2472878,+,CDS,yfdQ;ECK2354;JW2357;NP_416861.1
NC_000913.2,b2361,2473006,2473542,+,CDS,yfdR;ECK2355;JW2358;NP_416862.2
NC_000913.2,b2362,2473533,2473895,+,CDS,yfdS;ECK2356;JW2359;NP_416863.1
NC_000913.2,b2363,2473895,2474200,+,CDS,yfdT;ECK2357;JW5887;NP_416864.1
NC_000913.2,b4501,2474332,2474532,+,CDS,torI;ECK2359;JW5387;YP_588463.1
NC_000913.2,b2364,2474716,2475651,-,CDS,dsdC;ECK2360;JW2361;NP_416865.1
NC_000913.2,b2365,2475869,2477206,+,CDS,dsdX;dsdC;ECK2361;JW2362;yfdA;yfdD;NP_416866.1
NC_000913.2,b2366,2477224,2478552,+,CDS,dsdA;ECK2362;JW2363;NP_416867.1
NC_000913.2,b2367,2478660,2480198,-,CDS,emrY;ECK2363;JW2364;NP_416868.1
NC_000913.2,b2368,2480198,2481361,-,CDS,emrK;ECK2364;JW2365;NP_416869.1
NC_000913.2,b2369,2481777,2482391,+,CDS,evgA;ECK2365;JW2366;NP_416870.1
NC_000913.2,b2370,2482396,2485989,+,CDS,evgS;ECK2366;JW2367;NP_416871.1
NC_000913.2,b2371,2486045,2487190,-,CDS,yfdE;ECK2367;JW2368;NP_416872.4
NC_000913.2,b2372,2487264,2488208,-,CDS,yfdV;ECK2368;JW2369;NP_416873.1
NC_000913.2,b2373,2488278,2489972,-,CDS,oxc;ECK2369;JW2370;yfdU;NP_416874.1
NC_000913.2,b2374,2490026,2491276,-,CDS,frc;ECK2370;JW2371;yfdW;NP_416875.1
NC_000913.2,b2375,2491789,2492424,-,CDS,yfdX;ECK2371;JW2372;NP_416876.1
NC_000913.2,b2376,2492720,2492995,+,CDS,ypdI;ECK2372;JW2373;NP_416877.1
NC_000913.2,b2377,2493072,2493314,-,CDS,yfdY;ECK2373;JW2374;NP_416878.1
NC_000913.2,b2378,2493667,2494587,+,CDS,lpxP;ddg;ECK2374;JW2375;NP_416879.4
NC_000913.2,b4680,2494943,2495014,+,CDS,ypdK;ECK4495;YP_002791250.1
NC_000913.2,b2379,2495079,2496317,-,CDS,alaC;ECK2375;JW2376;yfdZ;NP_416880.1
NC_000913.2,b2380,2496693,2498390,+,CDS,ypdA;ECK2376;JW5388;NP_416881.1
NC_000913.2,b2381,2498405,2499139,+,CDS,ypdB;ECK2377;JW2378;NP_416882.1
NC_000913.2,b2382,2499152,2500009,+,CDS,ypdC;ECK2378;JW2379;NP_416883.1
NC_000913.2,b2383,2500012,2502507,-,CDS,fryA;ECK2379;JW2380;ypdD;NP_416884.1
NC_000913.2,b2384,2502532,2503569,-,CDS,ypdE;ECK2380;JW2381;NP_416885.1
NC_000913.2,b2385,2503569,2504654,-,CDS,ypdF;ECK2381;JW2382;NP_416886.1
NC_000913.2,b2386,2504669,2505916,-,CDS,fryC;ECK2382;JW2383;ypdG;NP_416887.1
NC_000913.2,b2387,2505938,2506264,-,CDS,fryB;ECK2383;JW5389;ypdH;NP_416888.1
NC_000913.2,b2388,2506483,2507448,-,CDS,glk;ECK2384;JW2385;NP_416889.1
NC_000913.2,b2389,2507652,2508908,+,CDS,yfeO;ECK2385;JW2386;NP_416890.1
NC_000913.2,b2390,2509023,2509349,+,CDS,ypeC;ECK2386;JW2387;NP_416891.1
NC_000913.2,b2392,2509490,2510728,-,CDS,mntH;ECK2387;JW2388;mntA;yfeP;NP_416893.1
NC_000913.2,b2393,2511064,2512266,+,CDS,nupC;cru;ECK2388;JW2389;NP_416894.1
NC_000913.2,b2394,2512353,2513465,+,CDS,insL1;ECK0016;NP_416895.2
NC_000913.2,b2395,2513665,2515854,-,CDS,yfeA;ECK2389;JW5391;NP_416896.4
NC_000913.2,b2396,2516063,2516138,-,tRNA,alaX;alaWbeta;ECK2390;JWR0046
NC_000913.2,b2397,2516178,2516253,-,tRNA,alaW;alaWalpha;ECK2391;JWR0045
NC_000913.2,b2398,2516489,2516833,+,CDS,yfeC;ECK2392;JW2393;NP_416897.2
NC_000913.2,b2399,2516835,2517227,+,CDS,yfeD;ECK2393;JW2394;NP_416898.3
NC_000913.2,b2400,2517279,2518694,-,CDS,gltX;ECK2394;JW2395;NP_416899.1
NC_000913.2,b2401,2518953,2519028,+,tRNA,valU;ECK2395;JWR0047;valUalpha
NC_000913.2,b2402,2519073,2519148,+,tRNA,valX;ECK2396;JWR0048;valUbeta
NC_000913.2,b2403,2519195,2519270,+,tRNA,valY;ECK2397;JWR0049;valUgamma
NC_000913.2,b2404,2519275,2519350,+,tRNA,lysV;ECK2398;JWR0050;supN
NC_000913.2,b2405,2519615,2520499,-,CDS,xapR;ECK2399;JW2396;pRndR;yfeB;NP_416900.1
NC_000913.2,b2406,2520751,2522007,-,CDS,xapB;ECK2400;JW2397;NP_416901.1
NC_000913.2,b2407,2522067,2522900,-,CDS,xapA;ECK2401;JW2398;pndA;NP_416902.1
NC_000913.2,b2408,2523149,2523913,+,CDS,yfeN;ECK2402;JW2399;NP_416903.1
NC_000913.2,b2409,2523952,2524878,-,CDS,yfeR;ECK2403;JW2400;osmT;NP_416904.1
NC_000913.2,b2410,2524968,2525966,+,CDS,yfeH;ECK2404;JW5876;NP_416905.1
NC_000913.2,b4546,2525963,2526181,-,CDS,ypeB;ECK2405;JW5877;YP_588464.1
NC_000913.2,b2411,2526183,2528198,-,CDS,ligA;dnaL;ECK2406;JW2403;lig;lop;pdeC;NP_416906.1
NC_000913.2,b2412,2528269,2529255,-,CDS,zipA;ECK2407;JW2404;NP_416907.1
NC_000913.2,b2413,2529485,2530246,+,CDS,cysZ;ECK2408;JW2406;NP_416908.1
NC_000913.2,b2414,2530431,2531402,+,CDS,cysK;cysZ;ECK2409;JW2407;NP_416909.1
NC_000913.2,b2415,2531786,2532043,+,CDS,ptsH;ctr;ECK2410;Hpr;iex?;JW2408;NP_416910.1
NC_000913.2,b2416,2532088,2533815,+,CDS,ptsI;ctr;ECK2411;JW2409;NP_416911.1
NC_000913.2,b2417,2533856,2534365,+,CDS,crr;ECK2412;gsr;iex;JW2410;tgs;treD;NP_416912.1
NC_000913.2,b2418,2534408,2535259,-,CDS,pdxK;ECK2413;JW2411;pdxL;thiJ;yfeI;NP_416913.1
NC_000913.2,b2419,2535364,2535738,+,CDS,yfeK;ECK2414;JW2412;NP_416914.1
NC_000913.2,b2420,2535771,2536505,+,CDS,yfeS;ECK2415;JW2413;NP_416915.1
NC_000913.2,b2421,2536694,2537605,-,CDS,cysM;ECK2416;JW2414;NP_416916.1
NC_000913.2,b2422,2537739,2538836,-,CDS,cysA;ECK2417;JW2415;NP_416917.1
NC_000913.2,b2423,2538826,2539701,-,CDS,cysW;ECK2418;JW2416;YP_026168.2
