locus_tag,mutation_density,mutation_count,start,middle,end,avg_length,strand,type,gc_content,cpg_excess,asymmetry,binary_asymmetry,distance_from_oric,relative_distance_from_oric,relative_distance_oscillating_triangle,relative_distance_oscillating_cosine,essentiality_pec,binary_pec,essentiality_gerdes,binary_gerdes,transcript,protein_abundance_pax,protein_abundance_lb,gene_names
b2273,0.0013947,1,2387710,2388068.5,2388426,717,-,CDS,0.390516039,0.917319687,leading,1,1537791.5,0.662605253,0.674789493,0.87233439,NE,0,NE,0,0,0.168,0,yfbN;ECK2267;NP_416776.1
b2274,0,0,2388635,2388846.5,2389057,423,+,CDS,0.401891253,0.534315789,lagging,0,1537013.5,0.662270028,0.675459944,0.872848798,NE,0,NE,0,0.967725,1.00E-07,0,yfbO;ECK2268;NP_416777.2
b2275,0,0,2389116,2389540.5,2389964,849,+,CDS,0.434628975,0.82748538,lagging,0,1536319.5,0.661970997,0.676058007,0.873306848,NE,0,NE,0,3.2303975,1.00E-07,0,yfbP;ECK2269;NP_416778.2
b2276,0.000685871,1,2390048,2390777,2391505,1458,-,CDS,0.572016461,1.083022388,leading,1,1535083,0.661438212,0.677123576,0.874121046,NE,0,NE,0,67.5137255,20.6,45,nuoN;ECK2270;NP_416779.2
b2277,0.000653595,1,2391512,2392277,2393041,1530,-,CDS,0.547058824,1.005658436,leading,1,1533583,0.66079189,0.678416219,0.875105464,NE,0,NE,0,52.97694,3.87,789,nuoM;ECK2271;nuoA;NP_416780.1
b2278,0.000542888,1,2393205,2394126,2395046,1842,-,CDS,0.571661238,0.998114312,leading,1,1531734,0.659995191,0.680009617,0.876313958,NE,0,NE,0,59.1690255,10.9,3,nuoL;ECK2272;NP_416781.1
b2279,0,0,2395043,2395194.5,2395345,303,-,CDS,0.547854785,1.18771777,leading,1,1530665.5,0.659534795,0.68093041,0.87700982,NE,0,NE,0,49.4524915,89.4,0,nuoK;ECK2273;NP_416782.1
b2280,0,0,2395342,2395619.5,2395896,555,-,CDS,0.538738739,1.136777424,leading,1,1530240.5,0.65935167,0.681296659,0.877286091,NE,0,NE,0,65.31559,1.42,0,nuoJ;ECK2274;NP_416783.1
b2281,0,0,2395908,2396179.5,2396450,543,-,CDS,0.543278085,1.323537528,leading,1,1529680.5,0.659110377,0.681779246,0.877649677,NE,0,NE,0,75.9548415,224,1344,nuoI;ECK2275;NP_416784.1
b2282,0.001022495,1,2396465,2396954,2397442,978,-,CDS,0.54192229,1.037085865,leading,1,1528906,0.65877666,0.682446681,0.878151697,NE,0,NE,0,63.914986,32.1,180,nuoH;ECK2276;NP_416785.1
b2283,0.000733407,2,2397439,2398802.5,2400165,2727,-,CDS,0.563989732,1.252136122,leading,1,1527057.5,0.657980176,0.684039648,0.879345968,NE,0,NE,0,90.4675405,294,2849,nuoG;ECK2277;NP_416786.4
b2284,0,0,2400218,2400887,2401555,1338,-,CDS,0.562032885,1.18869936,leading,1,1524973,0.657082004,0.685835991,0.880686107,NE,0,NE,0,99.07555,242,2031,nuoF;ECK2278;NP_416787.1
b2285,0,0,2401552,2401802.5,2402052,501,-,CDS,0.552894212,1.157165354,leading,1,1524057.5,0.656687533,0.686624934,0.881272473,NE,0,NE,0,130.9041215,184,4338,nuoE;ECK2279;NP_416788.1
b2286,0,0,2402055,2402950.5,2403845,1791,-,CDS,0.558905639,1.251477376,leading,1,1522909.5,0.656192881,0.687614237,0.882005839,NE,0,NE,0,92.795204,331,2452,nuoC;ECK2280;nuoD;NP_416789.2
b2287,0,0,2403951,2404282.5,2404613,663,-,CDS,0.5173454,1.176574978,leading,1,1521577.5,0.655618948,0.688762105,0.882854079,NE,0,NE,0,123.6276515,278,921,nuoB;ECK2281;NP_416790.1
b2288,0,0,2404629,2404851,2405072,444,-,CDS,0.533783784,1.425920639,leading,1,1521009,0.655373992,0.689252016,0.883215235,NE,0,NE,0,121.572872,184,789,nuoA;ECK2282;NP_416791.3
b2289,0.003194888,3,2405703,2406172.5,2406641,939,-,CDS,0.497337593,1.121307319,leading,1,1519687.5,0.654804583,0.690390835,0.884052736,NE,0,NE,0,39.8065455,9.58,59,lrhA;ECK2283;genR;NP_416792.1
b2290,0.000821018,1,2407561,2408170,2408778,1218,+,CDS,0.504926108,1.249508218,lagging,0,1517690,0.653943898,0.692112205,0.885313281,NE,0,NE,0,40.9810275,120,55,alaA;ECK2284;yfbQ;NP_416793.1
b2291,0,0,2408862,2409162,2409461,600,+,CDS,0.493333333,1.260273973,lagging,0,1516698,0.653516464,0.692967073,0.885936889,NE,0,NE,0,21.015442,36.4,110,yfbR;ECK2285;NP_416794.1
b2292,0,0,2409520,2410436.5,2411352,1833,-,CDS,0.52264048,1.221934393,leading,1,1515423.5,0.652967306,0.694065389,0.886735742,NE,0,NE,0,11.0514475,0.934,0,yfbS;ECK2286;NP_416795.1
b2293,0,0,2411439,2411764.5,2412089,651,-,CDS,0.565284178,0.994875944,leading,1,1514095.5,0.652395096,0.695209809,0.887565321,NE,0,NE,0,91.7253415,54.4,1317,hxpA;ECK2287;yfbT;NP_416796.2
b2294,0.002020202,1,2412100,2412347.5,2412594,495,-,CDS,0.476767677,1.315354783,leading,1,1513512.5,0.652143892,0.695712216,0.887928605,NE,0,NE,0,116.1416475,731,1108,yfbU;ECK2288;NP_416797.2
b2295,0.002192982,1,2412677,2412905,2413132,456,-,CDS,0.50877193,1.050613155,leading,1,1512955,0.651903676,0.696192649,0.888275482,NE,0,NE,0,75.7928275,3.66,4,yfbV;ECK2289;NP_416798.1
b2296,0.000831255,1,2413470,2414071.5,2414672,1203,+,CDS,0.522028263,1.037626716,lagging,0,1511788.5,0.651401053,0.697197894,0.888999643,NE,0,E,1,235.9303055,1027,13696,ackA;ECK2290;NP_416799.1
b2297,0.0004662,1,2414747,2415819.5,2416891,2145,+,CDS,0.555244755,1.247374661,lagging,0,1510040.5,0.650647873,0.698704254,0.890080649,NE,0,NE,0,125.7479175,877,2721,pta;ECK2291;NP_416800.1
b2298,0.000657462,1,2417081,2417841.5,2418601,1521,+,CDS,0.520710059,1.033288043,lagging,0,1508018.5,0.649776631,0.700446737,0.891324885,NE,0,NE,0,2.0751455,0.397,0,yfcC;ECK2292;NP_416801.2
b2299,0,0,2418634,2418905.5,2419176,543,-,CDS,0.532228361,1.134878973,leading,1,1506954.5,0.649318174,0.701363652,0.891976936,NE,0,NE,0,77.520405,158,1861,yfcD;ECK2293;NP_416802.1
b2300,0,0,2419234,2419511.5,2419788,555,-,CDS,0.518918919,1.188899708,leading,1,1506348.5,0.64905706,0.70188588,0.892347484,NE,0,NE,0,81.52446,230,841,yfcE;ECK2294;NP_416803.3
b2301,0,0,2419841,2420163.5,2420485,645,-,CDS,0.51627907,1.148771445,leading,1,1505696.5,0.648776125,0.702447749,0.892745489,NE,0,NE,0,19.5258325,50,10,yfcF;ECK2295;NP_416804.1
b2302,0,0,2420621,2420945,2421268,648,+,CDS,0.513888889,1.005339876,lagging,0,1504915,0.648439392,0.703121216,0.893221629,NE,0,NE,0,10.299594,31.1,0,yfcG;ECK2296;NP_416805.1
b2303,0,0,2421325,2421506.5,2421687,363,+,CDS,0.449035813,1.694218609,lagging,0,1504353.5,0.648197452,0.703605096,0.893563114,NE,0,NE,0,101.325848,197,0,folX;ECK2297;NP_416806.1
b2304,0,0,2421708,2422155,2422601,894,+,CDS,0.549217002,1.22253352,lagging,0,1503705,0.647918026,0.704163949,0.893956867,NE,0,E,1,89.8540575,120,44,yfcH;ECK2298;NP_416807.1
b2305,0,0,2422649,2423094.5,2423539,891,-,CDS,0.455667789,1.107236842,leading,1,1502765.5,0.647513213,0.704973574,0.894526085,NE,0,NE,0,9.338271,0.983,0,rpnB;ECK2299;yfcI;NP_416808.1
b2306,0,0,2423736,2424123,2424509,774,-,CDS,0.519379845,1.243841808,leading,1,1501737,0.647070052,0.705859896,0.895147568,NE,0,NE,0,11.307477,40.1,18,hisP;ECK2300;NP_416809.1
b2307,0,0,2424517,2424875.5,2425233,717,-,CDS,0.49651325,1.177339901,leading,1,1500984.5,0.646745814,0.706508372,0.895601175,NE,0,NE,0,11.765988,0.398,0,hisM;ECK2301;NP_416810.1
b2308,0,0,2425230,2425573.5,2425916,687,-,CDS,0.525473071,1.136849007,leading,1,1500286.5,0.646445059,0.707109882,0.896021099,NE,0,NE,0,18.548396,2.6,5,hisQ;ECK2302;NP_416811.1
b2309,0,0,2426006,2426397.5,2426788,783,-,CDS,0.487867178,1.332034573,leading,1,1499462.5,0.646090013,0.707819974,0.896515796,NE,0,NE,0,57.5113545,1138,2636,hisJ;ECK2303;NP_416812.1
b2310,0.002554278,2,2427009,2427400.5,2427791,783,-,CDS,0.501915709,1.119851259,leading,1,1498459.5,0.645657839,0.708684322,0.897116453,NE,0,NE,0,36.956978,1501,914,argT;ECK2304;NP_416813.1
b2311,0,0,2428057,2428342,2428626,570,-,CDS,0.531578947,1.19205298,leading,1,1497518,0.645252165,0.709495671,0.897678775,NE,0,E,1,11.897594,24.5,10,ubiX;dedF;ECK2305;NP_416814.1
b2312,0,0,2428721,2429480,2430238,1518,-,CDS,0.528985507,1.440763762,leading,1,1496380,0.644761822,0.710476356,0.898356513,NE,0,NE,0,32.501976,180,59,purF;ade;ECK2306;purC;NP_416815.1
b2313,0,0,2430275,2430519.5,2430763,489,-,CDS,0.490797546,1.101661504,leading,1,1495340.5,0.644313921,0.711372158,0.898973725,NE,0,E,1,41.622385,10.8,0,cvpA;dedE;ECK2307;NP_416816.1
b2314,0,0,2431022,2431353.5,2431684,663,-,CDS,0.570135747,1.094152796,leading,1,1494506.5,0.643954566,0.712090868,0.899467634,NE,0,NE,0,70.825611,43.4,117,dedD;ECK2308;NP_416817.2
b2315,0,0,2431674,2432308.5,2432942,1269,-,CDS,0.560283688,1.249715768,leading,1,1493551.5,0.643543075,0.71291385,0.900031793,E,1,NE,0,36.5999835,61.4,500,folC;dedC;ECK2309;NP_416818.1
b2316,0,0,2433012,2433469.5,2433926,915,-,CDS,0.554098361,1.154719838,leading,1,1492390.5,0.643042822,0.713914356,0.900715618,E,1,NE,0,206.39769,611,2245,accD;dedB;ECK2310;usg;NP_416819.1
b2317,0.001515152,1,2434082,2434412,2434741,660,-,CDS,0.489393939,1.470836855,leading,1,1491448,0.642636716,0.714726567,0.901269112,NE,0,NE,0,42.400787,3.99,0,dedA;ECK2311;NP_416820.1
b2318,0,0,2434824,2435230.5,2435636,813,-,CDS,0.553505535,1.162905277,leading,1,1490629.5,0.64228404,0.715431919,0.901748595,NE,0,NE,0,43.9310935,11.4,0,truA;asuC;ECK2312;hisT;leuK;NP_416821.1
b2319,0.001972387,2,2435636,2436143,2436649,1014,-,CDS,0.549309665,1.15028947,leading,1,1489717,0.641890861,0.716218277,0.902281839,NE,0,NE,0,46.526407,133,439,usg;ECK2313;usg-1;NP_416822.1
b2320,0,0,2436715,2437283.5,2437851,1137,-,CDS,0.530343008,1.266429049,leading,1,1488576.5,0.641399441,0.717201117,0.902946386,NE,0,NE,0,67.626347,250,897,pdxB;ECK2314;usg-2;NP_416823.1
b2321,0,0,2437950,2438448,2438945,996,+,CDS,0.520080321,1.054439723,lagging,0,1487412,0.64089768,0.718204639,0.903622696,NE,0,NE,0,14.8011135,1.83,12,flk;div;ECK2315;NP_416824.1
b2322,0,0,2438942,2439531.5,2440120,1179,-,CDS,0.565733673,1.136519889,leading,1,1486328.5,0.640430821,0.719138358,0.904249947,NE,0,NE,0,5.00078,1.00E-07,0,yfcJ;ECK2316;NP_416825.1
b2323,0,0,2440385,2440995.5,2441605,1221,-,CDS,0.565929566,1.125685167,leading,1,1484864.5,0.639800011,0.720399978,0.905094384,E,1,E,1,280.3083035,1999,8672,fabB;ECK2317;fabC;NP_416826.1
b2324,0.000498256,1,2441764,2442767.5,2443770,2007,+,CDS,0.528649726,1.201839501,lagging,0,1483092.5,0.63903649,0.721927021,0.906111721,NE,0,NE,0,15.580911,11.9,14,mnmC;ECK2318;trmC;yfcK;NP_416827.4
b2325,0,0,2443891,2444030.5,2444169,279,-,CDS,0.52688172,0.9,leading,1,1481829.5,0.638492287,0.723015426,0.90683365,NE,0,NE,0,38.58823,54.7,1447,yfcL;ECK2319;NP_416828.1
b2326,0,0,2444203,2444477.5,2444751,549,-,CDS,0.50273224,1.392591027,leading,1,1481382.5,0.638299683,0.723400634,0.907088519,NE,0,NE,0,36.931805,1.77,0,epmC;ECK2320;yfcM;NP_416829.1
b2327,0.001234568,1,2444751,2445156,2445560,810,-,CDS,0.527160494,1.158415842,leading,1,1480704,0.63800733,0.72398534,0.90747475,NE,0,NE,0,25.078834,0.022,0,yfcA;ECK2321;NP_416830.1
b2328,0,0,2445560,2445972.5,2446384,825,-,CDS,0.553939394,1.090391909,leading,1,1479887.5,0.637655516,0.724688968,0.907938522,NE,0,NE,0,37.84161,3.22,0,mepA;ECK2322;NP_416831.1
b2329,0,0,2446388,2446931,2447473,1086,-,CDS,0.567219153,1.305192135,leading,1,1478929,0.637242516,0.725514968,0.908481534,NE,0,NE,0,79.1347545,130,275,aroC;ECK2323;NP_416832.1
b2330,0.001071811,1,2447508,2447974.5,2448440,933,-,CDS,0.525187567,1.321992365,leading,1,1477885.5,0.636792892,0.726414216,0.909070962,NE,0,NE,0,80.5522575,540,1142,prmB;ECK2324;yfcB;NP_416833.4
b2331,0,0,2448606,2448882,2449157,552,+,CDS,0.532608696,1.041067471,lagging,0,1476978,0.636401867,0.727196265,0.909582095,NE,0,NE,0,40.587755,33.7,231,smrB;ECK2325;yfcN;NP_416834.1
b2332,0,0,2449228,2449639,2450049,822,-,CDS,0.454987835,1.001130926,leading,1,1476221,0.63607569,0.727848619,0.910007411,NE,0,NE,0,29.3038415,0.16,0,yfcO;ECK2326;NP_416835.2
b2333,0.001851852,1,2450051,2450321,2450590,540,-,CDS,0.487037037,1.140042224,leading,1,1475539,0.635781829,0.728436341,0.910389771,NE,0,NE,0,1.3417715,4.83,0,yfcP;ECK2327;NP_416836.1
b2334,0,0,2450587,2450831.5,2451075,489,-,CDS,0.466257669,1.129156404,leading,1,1475028.5,0.635561865,0.728876271,0.910675473,NE,0,NE,0,1.3964555,1.00E-07,0,yfcQ;ECK2328;NP_416837.1
b2335,0,0,2451072,2451328.5,2451584,513,-,CDS,0.49122807,0.989583333,leading,1,1474531.5,0.635347717,0.729304567,0.910953201,NE,0,NE,0,1.058842,2.86,0,yfcR;ECK2329;NP_416838.1
b2336,0,0,2451584,2451960.5,2452336,753,-,CDS,0.509960159,1.123484253,leading,1,1473899.5,0.6350754,0.7298492,0.911305773,NE,0,NE,0,0.256843,0.629,0,yfcS;ECK2330;NP_416839.1
b2339,0.003546099,2,2455083,2455365,2455646,564,-,CDS,0.460992908,1.101366945,leading,1,1470495,0.633608465,0.732783069,0.913193553,NE,0,NE,0,0,1.00E-07,0,yfcV;ECK2333;NP_416841.1
b2340,0,0,2456327,2456570,2456812,486,-,CDS,0.532921811,1.047790155,leading,1,1469290,0.633089254,0.733821493,0.913857074,NE,0,NE,0,96.7121505,19,54,sixA;ECK2334;yfcW;NP_416842.1
b2341,0.0004662,1,2457015,2458087.5,2459159,2145,-,CDS,0.522610723,1.19165136,leading,1,1467772.5,0.632435392,0.735129217,0.914689212,NE,0,NE,0,9.3573175,10.8,13,fadJ;ECK2335;yfcX;NP_416843.1
b2342,0,0,2459159,2459814.5,2460469,1311,-,CDS,0.558352403,1.219717887,leading,1,1466045.5,0.63169126,0.73661748,0.915631535,NE,0,NE,0,5.6559275,30.9,10,fadI;ECK2336;yfcY;NP_416844.1
b2343,0,0,2460650,2460792.5,2460934,285,-,CDS,0.515789474,1.003521127,leading,1,1465067.5,0.631269858,0.737460284,0.916162954,NE,0,NE,0,130.4307405,380,3140,yfcZ;ECK2337;NP_416845.2
b2344,0,0,2461306,2461976.5,2462646,1341,+,CDS,0.49813572,1.033803953,lagging,0,1463883.5,0.630759695,0.73848061,0.916804159,NE,0,NE,0,25.3601275,52.6,1810,fadL;ECK2338;ttr;NP_416846.2
b2345,0.002832861,3,2463012,2463541.5,2464070,1059,+,CDS,0.355051936,1.198811377,lagging,0,1462318.5,0.630085366,0.739829268,0.917648083,NE,0,NE,0,0.689683,5.86,0,yfdF;ECK2339;NP_416847.1
b2346,0.001322751,1,2464252,2464630,2465007,756,-,CDS,0.518518519,1.167919143,leading,1,1461230,0.629616352,0.740767296,0.918232628,NE,0,NE,0,90.522667,33.5,640,mlaA;ECK2340;vacJ;NP_416848.1
b2347,0,0,2465301,2465767.5,2466233,933,+,CDS,0.485530547,1.190939083,lagging,0,1460092.5,0.629126225,0.74174755,0.918841356,NE,0,NE,0,8.935205,3.14,0,yfdC;ECK2341;NP_416849.1
b2349,0.000863558,1,2466545,2467124,2467702,1158,+,CDS,0.477547496,1.005763916,lagging,0,1458736,0.628541735,0.742916531,0.919564432,NE,0,NE,0,6.4151545,2.3,0,intS;ECK2343;intC;yfdB;NP_416850.1
b2350,0.002754821,1,2467855,2468036.5,2468217,363,+,CDS,0.460055096,0.781653747,lagging,0,1457823.5,0.628148556,0.743702889,0.920049092,NE,0,NE,0,26.630088,2.27,0,yfdG;ECK2344;gtrA;NP_416851.1
b2351,0,0,2468214,2468674.5,2469134,921,+,CDS,0.395222584,0.800273088,lagging,0,1457185.5,0.627873654,0.744252693,0.920387122,NE,0,NE,0,29.088707,35.8,122,yfdH;ECK2345;gtrB;NP_416852.1
b2352,0.003003003,4,2469131,2469797,2470462,1332,+,CDS,0.275525526,0.94973262,lagging,0,1456063,0.62738999,0.745220021,0.920980187,NE,0,NE,0,6.31135,6.52,101,yfdI;ECK2346;gtrIV;gtrS;NP_416853.1
b2354,0,0,2471077,2471297.5,2471517,441,-,CDS,0.455782313,0.75045045,leading,1,1454562.5,0.626743453,0.746513095,0.921769644,NE,0,NE,0,4.619385,0.709,0,yfdK;ECK2348;NP_416855.1
b2357,0,0,2472387,2472634.5,2472881,495,-,CDS,0.543434343,0.968959732,leading,1,1453225.5,0.626167365,0.747665271,0.922469876,NE,0,NE,0,0,1.69,0,yfdN;ECK2351;yzyA;NP_416858.1
b2359,0,0,2473604,2473785.5,2473966,363,+,CDS,0.50137741,1.184124683,lagging,0,1452074.5,0.62567142,0.748657159,0.923070272,NE,0,NE,0,1.6647925,1.00E-07,0,yfdP;ECK2353;NP_416860.4
b2360,0,0,2474032,2474444.5,2474856,825,+,CDS,0.456969697,0.998395812,lagging,0,1451415.5,0.62538747,0.74922506,0.923413018,NE,0,NE,0,1.8020675,0.229,0,yfdQ;ECK2354;NP_416861.1
b2361,0.001862197,1,2474984,2475252.5,2475520,537,+,CDS,0.461824953,1.117658537,lagging,0,1450607.5,0.625039318,0.749921364,0.923832256,NE,0,NE,0,0,1.68,0,yfdR;ECK2355;NP_416862.2
b2362,0,0,2475511,2475692.5,2475873,363,+,CDS,0.47107438,0.872842999,lagging,0,1450167.5,0.62484973,0.75030054,0.924060089,NE,0,NE,0,0.4767125,1.87,0,yfdS;ECK2356;NP_416863.1
b2363,0.003267974,1,2475873,2476026,2476178,306,+,CDS,0.428104575,1.300897496,lagging,0,1449834,0.624706031,0.750587937,0.924232558,NE,0,NE,0,1.970936,1.00E-07,0,yfdT;ECK2357;NP_416864.1
b4501,0,0,2476310,2476410.5,2476510,201,+,CDS,0.437810945,0.830578512,lagging,0,1449449.5,0.624540358,0.750919285,0.924431167,NE,0,NE,0,20.879327,1.00E-07,0,torI;ECK2359;YP_588463.1
b2364,0.001068376,1,2476694,2477162,2477629,936,-,CDS,0.480769231,1.055555556,leading,1,1448698,0.62421655,0.751566899,0.924818624,NE,0,NE,0,6.206183,0.343,0,dsdC;ECK2360;NP_416865.1
b2365,0,0,2477847,2478516,2479184,1338,+,CDS,0.487294469,0.958597285,lagging,0,1447344,0.623633138,0.752733725,0.9255143,NE,0,NE,0,3.045115,0.698,9,dsdX;dsdC;ECK2361;yfdA;yfdD;NP_416866.1
b2366,0.000752445,1,2479202,2479866.5,2480530,1329,+,CDS,0.508653123,0.935355597,lagging,0,1445993.5,0.623051233,0.753897535,0.926205081,NE,0,NE,0,9.3628025,30.6,834,dsdA;ECK2362;NP_416867.1
b2367,0.001299545,2,2480638,2481407.5,2482176,1539,-,CDS,0.416504224,1.097374436,leading,1,1444452.5,0.622387245,0.75522551,0.926989521,NE,0,NE,0,0,1.00E-07,0,emrY;ECK2363;NP_416868.1
b2368,0.000859107,1,2482176,2482758,2483339,1164,-,CDS,0.419243986,1.176411138,leading,1,1443102,0.62180534,0.75638932,0.927673672,NE,0,NE,0,0.459921,0.449,0,emrK;ECK2364;NP_416869.1
b2369,0,0,2483755,2484062.5,2484369,615,+,CDS,0.4,1.220803282,lagging,0,1441797.5,0.621243256,0.757513489,0.928331576,NE,0,NE,0,34.401878,72,57,evgA;ECK2365;NP_416870.1
b2370,0.002504174,9,2484374,2486171,2487967,3594,+,CDS,0.408180301,0.976372385,lagging,0,1439689,0.620334743,0.759330514,0.929388843,NE,0,NE,0,5.096201,3.1,0,evgS;ECK2366;NP_416871.1
b2371,0,0,2488023,2488596,2489168,1146,-,CDS,0.454624782,1.040918431,leading,1,1437264,0.619289856,0.761420287,0.930595451,NE,0,NE,0,1.8914905,1.00E-07,0,yfdE;ECK2367;NP_416872.4
b2372,0.001058201,1,2489242,2489714.5,2490186,945,-,CDS,0.447619048,0.870830711,leading,1,1436145.5,0.618807916,0.762384168,0.931148605,NE,0,NE,0,0.5721945,0.793,0,yfdV;ECK2368;NP_416873.1
b2373,0,0,2490256,2491103.5,2491950,1695,-,CDS,0.466076696,1.101293672,leading,1,1434756.5,0.618209422,0.763581156,0.931832563,NE,0,NE,0,0.956639,2,0,oxc;ECK2369;yfdU;NP_416874.1
b2374,0,0,2492004,2492629.5,2493254,1251,-,CDS,0.470823341,1.013682456,leading,1,1433230.5,0.617551897,0.764896205,0.932580184,NE,0,NE,0,1.062916,0.855,0,frc;ECK2370;yfdW;NP_416875.1
b2375,0,0,2493767,2494085,2494402,636,-,CDS,0.462264151,0.97891791,leading,1,1431775,0.61692475,0.7661505,0.933289557,NE,0,E,1,0.9023195,2.31,0,yfdX;ECK2371;NP_416876.1
b2376,0,0,2494698,2494836,2494973,276,+,CDS,0.402173913,0.807017544,lagging,0,1431024,0.616601158,0.766797683,0.933654159,NE,0,NE,0,4.667587,1.00E-07,0,ypdI;ECK2372;NP_416877.1
b2377,0,0,2495050,2495171.5,2495292,243,-,CDS,0.481481481,1.027173913,leading,1,1430688.5,0.616456598,0.767086804,0.933816728,NE,0,NE,0,35.4142875,6.57,0,yfdY;ECK2373;NP_416878.1
b2378,0,0,2495645,2496105.5,2496565,921,+,CDS,0.51465798,1.21512623,lagging,0,1429754.5,0.616054155,0.76789169,0.934268292,NE,0,NE,0,10.6511715,1.49,0,lpxP;ddg;ECK2374;NP_416879.4
b2379,0,0,2497057,2497676.5,2498295,1239,-,CDS,0.549636804,1.3733525,leading,1,1428183.5,0.615377241,0.769245519,0.935024458,NE,0,NE,0,31.545739,65.8,98,alaC;ECK2375;yfdZ;NP_416880.1
b2380,0.000588928,1,2498671,2499520,2500368,1698,+,CDS,0.514134276,1.239337961,lagging,0,1426340,0.614582911,0.770834177,0.935906394,NE,0,NE,0,11.3845415,1.29,0,pyrS;ECK2376;ypdA;NP_416881.1
b2381,0.001360544,1,2500383,2500750.5,2501117,735,+,CDS,0.474829932,1.376133228,lagging,0,1425109.5,0.614052712,0.771894575,0.936491825,NE,0,NE,0,26.5904965,7.49,0,pyrR;ECK2377;ypdB;NP_416882.1
b2382,0.002331002,2,2501130,2501559,2501987,858,+,CDS,0.536130536,1.201339615,lagging,0,1424301,0.613704345,0.77259131,0.936875069,NE,0,NE,0,10.9996125,3.61,0,ypdC;ECK2378;NP_416883.1
b2383,0.000801282,2,2501990,2503238,2504485,2496,-,CDS,0.552083333,1.169454288,leading,1,1422622,0.612980896,0.774038209,0.937667359,NE,0,NE,0,1.6315825,0.933,0,fryA;ECK2379;ypdD;NP_416884.1
b2384,0,0,2504510,2505029,2505547,1038,-,CDS,0.582851638,1.180378908,leading,1,1420831,0.612209188,0.775581625,0.938507162,NE,0,NE,0,0.937941,0.805,0,ypdE;ECK2380;NP_416885.1
b2385,0.00092081,1,2505547,2506090,2506632,1086,-,CDS,0.568139963,1.089325309,leading,1,1419770,0.611752023,0.776495954,0.939002065,NE,0,NE,0,0.6956365,1.22,0,ypdF;ECK2381;NP_416886.1
b2386,0,0,2506647,2507271,2507894,1248,-,CDS,0.543269231,1.064392324,leading,1,1418589,0.611243152,0.777513696,0.939550663,NE,0,NE,0,0,1.00E-07,0,fryC;ECK2382;ypdG;NP_416887.1
b2387,0,0,2507916,2508079.5,2508242,327,-,CDS,0.513761468,1.252873563,leading,1,1417780.5,0.610894785,0.77821043,0.939924844,NE,0,E,1,0,0.586,0,fryB;ECK2383;ypdH;NP_416888.1
b2388,0.001035197,1,2508461,2508944,2509426,966,-,CDS,0.51552795,1.22483216,leading,1,1416916,0.610522288,0.778955424,0.940323696,NE,0,NE,0,55.439772,224,530,glk;ECK2384;NP_416889.1
b2389,0,0,2509630,2510258.5,2510886,1257,+,CDS,0.53858393,1.087541293,lagging,0,1415601.5,0.609955895,0.78008821,0.940927695,NE,0,NE,0,13.5462325,0.784,0,yfeO;ECK2385;NP_416890.1
b2390,0,0,2511001,2511164.5,2511327,327,+,CDS,0.541284404,1.219521605,lagging,0,1414695.5,0.609565517,0.780868966,0.941342259,NE,0,NE,0,31.2169005,1.00E-07,0,ypeC;ECK2386;NP_416891.1
b2392,0.000807103,1,2511468,2512087.5,2512706,1239,-,CDS,0.532687651,1.0723337,leading,1,1413772.5,0.609167814,0.781664373,0.941763146,NE,0,NE,0,34.444708,97.6,0,mntH;ECK2387;mntA;yfeP;NP_416893.1
b2393,0,0,2513042,2513643.5,2514244,1203,+,CDS,0.498753117,0.949413099,lagging,0,1412216.5,0.608497363,0.783005275,0.942469351,NE,0,NE,0,43.414297,73.3,398,nupC;cru;ECK2388;NP_416894.1
b2394,0,0,2514331,2514887.5,2515443,1113,+,CDS,0.519317161,1.109044852,lagging,0,1410972.5,0.607961347,0.784077307,0.943030944,NE,0,NE,0,30.138433,1.77,0,insL3;ECK0016;yi81-3;NP_416895.2
b2395,0,0,2515643,2516738,2517832,2190,-,CDS,0.489954338,1.061253661,leading,1,1409122,0.607164001,0.785671998,0.943861389,NE,0,NE,0,7.758016,1.98,0,pdeA;ECK2389;yfeA;NP_416896.4
b2398,0,0,2518467,2518639.5,2518811,345,+,CDS,0.501449275,0.929167789,lagging,0,1407220.5,0.606344681,0.787310639,0.944708552,NE,0,NE,0,26.7973955,4.25,82,yfeC;ECK2392;NP_416897.2
b2399,0,0,2518813,2519009.5,2519205,393,+,CDS,0.460559796,1.393617021,lagging,0,1406850.5,0.606185255,0.787629491,0.944872668,NE,0,NE,0,19.077402,3.05,0,yfeD;ECK2393;NP_416898.3
b2400,0.000706215,1,2519257,2519965,2520672,1416,-,CDS,0.525423729,1.2,leading,1,1405895,0.605773548,0.788452904,0.945295391,E,1,E,1,142.5567475,678,4317,gltX;ECK2394;gltM;gluRS;NP_416899.1
b2405,0,0,2521593,2522035.5,2522477,885,-,CDS,0.505084746,1.284418464,leading,1,1403824.5,0.604881409,0.790237183,0.946205974,NE,0,NE,0,7.747443,0.692,0,xapR;ECK2399;pndR;pRndR;yfeB;NP_416900.1
b2406,0.000795545,1,2522729,2523357.5,2523985,1257,-,CDS,0.480509149,1.029381495,leading,1,1402502.5,0.604311784,0.791376432,0.946783487,NE,0,NE,0,3.175774,1.00E-07,0,xapB;ECK2400;NP_416901.1
