locus_tag,mutation_density,mutation_count,avg_length,start,end,strand,type,gc_content,cpg_excess,gene_names
b2386,0.0,0,1248.0,2506647,2507894,-,CDS,0.5432692307692307,1.0643923240938167,fryC;ECK2382;ypdG;NP_416887.1
b2387,0.0,0,327.0,2507916,2508242,-,CDS,0.5137614678899083,1.2528735632183907,fryB;ECK2383;ypdH;NP_416888.1
b2388,0.0010351966873706005,1,966.0,2508461,2509426,-,CDS,0.515527950310559,1.2248321602158752,glk;ECK2384;NP_416889.1
b2389,0.0,0,1257.0,2509630,2510886,+,CDS,0.5385839299920445,1.0875412930627655,yfeO;ECK2385;NP_416890.1
b2390,0.0,0,327.0,2511001,2511327,+,CDS,0.5412844036697247,1.2195216049382716,ypeC;ECK2386;NP_416891.1
b2392,0.0008071025020177562,1,1239.0,2511468,2512706,-,CDS,0.5326876513317191,1.072333700222956,mntH;ECK2387;mntA;yfeP;NP_416893.1
b2393,0.0,0,1203.0,2513042,2514244,+,CDS,0.49875311720698257,0.9494130985727626,nupC;cru;ECK2388;NP_416894.1
b2394,0.0,0,1113.0,2514331,2515443,+,CDS,0.5193171608265947,1.109044852093738,insL3;ECK0016;yi81-3;NP_416895.2
b2395,0.0,0,2190.0,2515643,2517832,-,CDS,0.4899543378995434,1.0612536605773255,pdeA;ECK2389;yfeA;NP_416896.4
b2398,0.0,0,345.0,2518467,2518811,+,CDS,0.5014492753623189,0.9291677888499866,yfeC;ECK2392;NP_416897.2
b2399,0.0,0,393.0,2518813,2519205,+,CDS,0.46055979643765904,1.3936170212765957,yfeD;ECK2393;NP_416898.3
b2400,0.0007062146892655367,1,1416.0,2519257,2520672,-,CDS,0.5254237288135594,1.2,gltX;ECK2394;gltM;gluRS;NP_416899.1
b2405,0.0,0,885.0,2521593,2522477,-,CDS,0.5050847457627119,1.2844184640193508,xapR;ECK2399;pndR;pRndR;yfeB;NP_416900.1
b2406,0.0007955449482895784,1,1257.0,2522729,2523985,-,CDS,0.4805091487669053,1.0293814946382922,xapB;ECK2400;NP_416901.1
b2407,0.0,0,834.0,2524045,2524878,-,CDS,0.5167865707434053,1.1268305439330544,xapA;ECK2401;pndA;NP_416902.1
b2408,0.0,0,765.0,2525127,2525891,+,CDS,0.4522875816993464,1.203917629331994,yfeN;ECK2402;NP_416903.1
b2409,0.0,0,927.0,2525930,2526856,-,CDS,0.5393743257820928,1.0383603896103895,yfeR;ECK2403;NP_416904.1
b2410,0.0,0,999.0,2526946,2527944,+,CDS,0.5175175175175175,0.9923542337677974,yfeH;ECK2404;NP_416905.1
b4546,0.0,0,219.0,2527941,2528159,-,CDS,0.5159817351598174,0.969639468690702,ypeB;ECK2405;YP_588464.1
b2411,0.000496031746031746,1,2016.0,2528161,2530176,-,CDS,0.5441468253968254,1.2508143322475571,ligA;dnaL;ECK2406;lig;lop;pdeC;NP_416906.1
b2412,0.0,0,987.0,2530247,2531233,-,CDS,0.5511651469098278,1.174555092767891,zipA;ECK2407;NP_416907.1
b2413,0.0013123359580052493,1,762.0,2531463,2532224,+,CDS,0.5013123359580053,1.169704777829555,cysZ;ECK2408;NP_416908.1
b2414,0.00102880658436214,1,972.0,2532409,2533380,+,CDS,0.5030864197530864,1.0588235294117647,cysK;ECK2409;ssi5;NP_416909.1
b2415,0.0,0,258.0,2533764,2534021,+,CDS,0.5077519379844961,0.9025186567164178,ptsH;ctr;ECK2410;hpr;NP_416910.1
b2416,0.0,0,1728.0,2534066,2535793,+,CDS,0.4965277777777778,1.1039363113666518,ptsI;ctr;ECK2411;NP_416911.1
b2417,0.0,0,510.0,2535834,2536343,+,CDS,0.4725490196078431,1.3398783185840708,crr;ECK2412;gsr;iex;tgs;treD;NP_416912.1
b2418,0.0,0,852.0,2536386,2537237,-,CDS,0.5223004694835681,1.1118179593834108,pdxK;ECK2413;pdxL;yfeI;NP_416913.1
b2419,0.0,0,375.0,2537342,2537716,+,CDS,0.464,1.2412286508672052,yfeK;ECK2414;NP_416914.1
b2420,0.0,0,735.0,2537749,2538483,+,CDS,0.39183673469387753,0.8945959104186951,yfeS;ECK2415;NP_416915.1
b2421,0.0021929824561403508,2,912.0,2538672,2539583,-,CDS,0.5646929824561403,1.1344677191473678,cysM;ECK2416;NP_416916.1
b2422,0.0,0,1098.0,2539717,2540814,-,CDS,0.5865209471766849,1.231858407079646,cysA;ECK2417;NP_416917.1
b2423,0.0,0,876.0,2540804,2541679,-,CDS,0.5662100456621004,1.1636900369003689,cysW;ECK2418;YP_026168.2
b2424,0.0,0,834.0,2541679,2542512,-,CDS,0.5623501199040767,1.1193601765030337,cysU;cysT;ECK2419;NP_416919.1
b2425,0.0,0,1017.0,2542512,2543528,-,CDS,0.5378564405113078,1.2107142857142856,cysP;ECK2420;NP_416920.1
b2426,0.0,0,792.0,2543832,2544623,-,CDS,0.553030303030303,1.3567093158506927,ucpA;ECK2421;yfeF;NP_416921.4
b2427,0.0,0,858.0,2544752,2545609,-,CDS,0.5163170163170163,1.298936170212766,murR;ECK2422;yfeT;NP_416922.1
b2428,0.0,0,897.0,2545773,2546669,+,CDS,0.5351170568561873,1.3261757251478457,murQ;ECK2423;yfeU;NP_416923.1
b2429,0.0007017543859649122,1,1425.0,2546673,2548097,+,CDS,0.5656140350877193,1.0897115687036318,murP;ECK2424;yfeV;NP_416924.1
b2430,0.0007662835249042146,1,1305.0,2548102,2549406,+,CDS,0.5187739463601533,1.1856174435669857,yfeW;ECK2425;NP_416925.2
b2431,0.0022222222222222222,2,900.0,2549646,2550545,-,CDS,0.56,1.205357142857143,yfeX;ECK2426;NP_416926.4
b2432,0.0,0,576.0,2550641,2551216,-,CDS,0.5086805555555556,1.281818181818182,yfeY;ECK2427;NP_416927.1
b2433,0.0,0,450.0,2551277,2551726,-,CDS,0.5288888888888889,1.1678200692041523,yfeZ;ECK2428;NP_416928.4
b2434,0.0,0,426.0,2551713,2552138,-,CDS,0.5164319248826291,1.3999467092992273,ypeA;ECK2429;NP_416929.4
b2435,0.0,0,870.0,2552352,2553221,+,CDS,0.49770114942528737,1.3735279057859704,amiA;ECK2430;yfeE;NP_416930.1
b2436,0.0,0,900.0,2553225,2554124,+,CDS,0.5466666666666666,1.2539184952978057,hemF;ECK2431;popB;sec;NP_416931.1
b2437,0.001899335232668566,2,1053.0,2554130,2555182,-,CDS,0.533713200379867,1.180132450331126,eutR;ECK2432;yfeG;NP_416932.1
b2438,0.001996007984031936,1,501.0,2555228,2555728,-,CDS,0.5808383233532934,1.1473282442748092,eutK;ECK2433;yffI;NP_416933.4
b2439,0.0015151515151515152,1,660.0,2555741,2556400,-,CDS,0.5636363636363636,1.2020120259019427,eutL;ECK2434;yffJ;NP_416934.1
b2440,0.0,0,888.0,2556410,2557297,-,CDS,0.5664414414414415,1.197867072938488,eutC;ECK2435;NP_416935.1
b2441,0.0007342143906020558,1,1362.0,2557318,2558679,-,CDS,0.5565345080763583,1.1971371170266198,eutB;ECK2436;NP_416936.4
b2442,0.0008271298593879239,1,1209.0,2558858,2560066,+,CDS,0.5368072787427626,1.0567177791711795,intZ;ECK2437;NP_416937.2
b2443,0.001557632398753894,1,642.0,2560257,2560898,+,CDS,0.4439252336448598,0.9828148148148148,yffL;ECK2438;NP_416938.1
b2444,0.0,0,246.0,2561368,2561613,+,CDS,0.4878048780487805,1.0353535353535352,yffM;ECK2439;NP_416939.1
b2445,0.0,0,369.0,2561625,2561993,+,CDS,0.46612466124661245,1.0685328185328185,yffN;ECK2440;NP_416940.2
b2446,0.0,0,417.0,2562111,2562527,+,CDS,0.4892086330935252,0.9965149855620831,yffO;ECK2441;NP_416941.1
b2447,0.0,0,594.0,2562524,2563117,+,CDS,0.5235690235690236,1.0564149226569608,yffP;ECK2442;NP_416942.1
b2448,0.0,0,378.0,2563592,2563969,+,CDS,0.4312169312169312,1.0917431192660552,yffQ;ECK2443;NP_416943.2
b2449,0.0,0,393.0,2563980,2564372,+,CDS,0.4402035623409669,0.872122052704577,yffR;ECK2444;NP_416944.1
b2450,0.0012345679012345679,1,810.0,2564523,2565332,+,CDS,0.5049382716049383,1.0978915662650603,yffS;ECK2445;NP_416945.2
b2451,0.0,0,1404.0,2565481,2566884,-,CDS,0.5911680911680912,1.2314287207904229,eutA;ECK2446;yffT;NP_416946.1
b2452,0.0016299918500407497,2,1227.0,2566881,2568107,-,CDS,0.5517522412387939,1.2046705704968617,eutH;ECK2447;yffU;NP_416947.1
b2453,0.0,0,1188.0,2568324,2569511,-,CDS,0.5858585858585859,1.2799265043638033,eutG;ECK2448;yffV;NP_416948.4
b2454,0.0,0,837.0,2569501,2570337,-,CDS,0.5866188769414575,1.205365216517633,eutJ;ECK2449;yffW;NP_416949.1
b2455,0.0014245014245014246,2,1404.0,2570348,2571751,-,CDS,0.5712250712250713,1.2516879570576243,eutE;ECK2450;yffX;NP_416950.1
b2456,0.0,0,288.0,2571763,2572050,-,CDS,0.53125,1.1629213483146066,eutN;cchB;ECK2451;yffY;NP_416951.1
b2457,0.0,0,294.0,2572157,2572450,-,CDS,0.5816326530612245,1.1095890410958904,eutM;cchA;ECK2452;yffZ;NP_416952.2
b2458,0.0019665683382497543,2,1017.0,2572489,2573505,-,CDS,0.5821042281219272,1.2331503088538092,eutD;ECK2453;eutI;ypfA;NP_416953.1
b2459,0.0,0,804.0,2573502,2574305,-,CDS,0.585820895522388,1.160382464369475,eutT;ECK2454;ypfB;NP_416954.1
b2460,0.0,0,702.0,2574302,2575003,-,CDS,0.5598290598290598,1.1480712320232596,eutQ;ECK2455;ypfC;NP_416955.1
b2461,0.0,0,480.0,2574978,2575457,-,CDS,0.4979166666666667,1.2177589852008457,eutP;ECK2456;ypfD;NP_416956.1
b2462,0.0,0,336.0,2575470,2575805,-,CDS,0.5059523809523809,1.5090526315789474,eutS;ECK2457;ypfE;NP_416957.4
b2463,0.0004385964912280702,1,2280.0,2576098,2578377,-,CDS,0.5412280701754386,1.2707720835875775,maeB;ECK2458;ypfF;NP_416958.1
b2464,0.0,0,951.0,2578666,2579616,+,CDS,0.5026288117770767,1.1326187473728457,talA;ECK2459;NP_416959.1
b2465,0.000499001996007984,1,2004.0,2579636,2581639,+,CDS,0.5464071856287425,1.1384067226890757,tktB;ECK2460;NP_416960.1
b2466,0.0,0,1044.0,2581734,2582777,-,CDS,0.5459770114942529,1.2887121108215607,ypfG;ECK2461;NP_416961.1
b2467,0.0,0,576.0,2582903,2583478,-,CDS,0.4861111111111111,1.4210526315789473,nudK;ECK2462;yffH;NP_416962.1
b2468,0.000505050505050505,1,1980.0,2583546,2585525,-,CDS,0.557070707070707,1.1891891891891893,aegA;ECK2463;yffG;NP_416963.1
b2469,0.0005878894767783657,1,1701.0,2585731,2587431,+,CDS,0.5161669606114051,1.2099532710280374,narQ;ECK2464;NP_416964.1
b2470,0.0006422607578676942,2,3114.0,2587595,2590708,+,CDS,0.5446371226718048,1.1414319641423603,acrD;ECK2465;yffA;NP_416965.1
b4606,0.0,0,60.0,2590807,2590866,-,CDS,0.38333333333333336,1.6071428571428572,ypfM;ECK4415;YP_001165325.1
b2471,0.0028011204481792717,1,357.0,2591247,2591603,+,CDS,0.4677871148459384,1.177710843373494,yffB;ECK2466;NP_416966.1
b2472,0.0,0,1128.0,2591607,2592734,+,CDS,0.5345744680851063,1.136115107913669,dapE;ECK2467;msgB;NP_416967.1
b4547,0.0,0,201.0,2592762,2592962,+,CDS,0.48258706467661694,1.2984496124031009,ypfN;ECK2468;YP_588465.1
b2473,0.0,0,699.0,2593072,2593770,-,CDS,0.5393419170243204,1.2951939779965256,ypfH;ECK2469;NP_416968.2
b2474,0.000496031746031746,1,2016.0,2593844,2595859,-,CDS,0.5525793650793651,1.174547584907737,tmcA;ECK2470;ypfI;NP_416969.1
b2475,0.0011574074074074073,1,864.0,2595874,2596737,-,CDS,0.5358796296296297,1.076086956521739,ypfJ;ECK2471;NP_416970.1
b2476,0.0,0,714.0,2596905,2597618,-,CDS,0.5224089635854342,1.0846625766871167,purC;ade;ade(g);ECK2472;NP_416971.1
b2477,0.000966183574879227,1,1035.0,2597831,2598865,-,CDS,0.5545893719806764,1.020971100800117,bamC;dapX;ECK2473;nlpB;NP_416972.4
b2478,0.0011376564277588168,1,879.0,2598882,2599760,-,CDS,0.5176336746302617,1.1796592367837555,dapA;ECK2474;NP_416973.1
b2479,0.0,0,573.0,2599906,2600478,+,CDS,0.5008726003490401,1.1408799533799534,gcvR;ECK2475;yffD;NP_416974.4
b2480,0.0,0,471.0,2600478,2600948,+,CDS,0.49469214437367304,1.075817860300619,bcp;ECK2476;NP_416975.1
b2481,0.0,0,618.0,2601201,2601818,+,CDS,0.5631067961165048,0.878189028420357,hyfA;ECK2477;yffE;NP_416976.4
b2482,0.0009905894006934125,2,2019.0,2601818,2603836,+,CDS,0.5473006438831105,1.0592031057366944,hyfB;ECK2478;yffF;NP_416977.1
b2483,0.0,0,948.0,2603847,2604794,+,CDS,0.5369198312236287,0.9810936051899908,hyfC;ECK2479;NP_416978.4
b2484,0.0006944444444444445,1,1440.0,2604811,2606250,+,CDS,0.5534722222222223,1.2913982569154983,hyfD;ECK2480;NP_416979.1
b2485,0.004608294930875576,3,651.0,2606262,2606912,+,CDS,0.533026113671275,1.0813953488372094,hyfE;ECK2481;NP_416980.1
b2486,0.002530044275774826,4,1581.0,2606917,2608497,+,CDS,0.538899430740038,1.0026636225266363,hyfF;ECK2482;NP_416981.1
b2487,0.0005995203836930455,1,1668.0,2608487,2610154,+,CDS,0.5431654676258992,1.3178696839641044,hyfG;ECK2483;NP_416982.1
b2488,0.0,0,546.0,2610164,2610709,+,CDS,0.5494505494505495,1.194375,hyfH;ECK2484;NP_416983.1
b2489,0.0013175230566534915,1,759.0,2610706,2611464,+,CDS,0.5573122529644269,1.3580246913580247,hyfI;ECK2485;NP_416984.1
b2490,0.0,0,414.0,2611457,2611870,+,CDS,0.5265700483091788,1.098331193838254,hyfJ;ECK2486;NP_416985.4
b2491,0.0,0,2013.0,2611900,2613912,+,CDS,0.526080476900149,1.1994113029827316,hyfR;ECK2487;NP_416986.4
b2492,0.0,0,849.0,2613934,2614782,+,CDS,0.5123674911660777,1.0973175692855328,focB;ECK2488;NP_416987.1
b2493,0.002824858757062147,3,1062.0,2614820,2615881,-,CDS,0.5414312617702448,1.0689612844622296,yfgO;ECK2489;perM;NP_416988.1
b2494,0.0006830601092896175,1,1464.0,2616094,2617557,+,CDS,0.5389344262295082,1.2421612865903042,bepA;ECK2490;yfgC;NP_416989.1
b2495,0.0,0,360.0,2617578,2617937,+,CDS,0.525,1.1111111111111112,yfgD;ECK2491;NP_416990.1
b2496,0.0,0,702.0,2618075,2618776,-,CDS,0.5384615384615384,1.311740890688259,hda;ECK2492;idaB;yfgE;NP_416991.2
b2497,0.0,0,1290.0,2618871,2620160,-,CDS,0.5193798449612403,1.2232519859729478,uraA;ECK2493;NP_416992.1
b2498,0.0,0,627.0,2620246,2620872,-,CDS,0.529505582137161,1.3495184590690208,upp;ECK2494;uraP;NP_416993.2
b2499,0.0,0,1038.0,2621197,2622234,+,CDS,0.5289017341040463,1.157672668637463,purM;ECK2495;purG;purI;NP_416994.1
b2500,0.0,0,639.0,2622234,2622872,+,CDS,0.5367762128325508,1.2820852887165883,purN;ade;ade(c);ECK2496;NP_416995.1
b2501,0.0,0,2067.0,2623044,2625110,+,CDS,0.48863086598935657,1.3785189718482254,ppk;ECK2497;NP_416996.1
b2502,0.0,0,1542.0,2625115,2626656,+,CDS,0.5116731517509727,1.1140037412113784,ppx;ECK2498;NP_416997.1
b2503,0.0,0,2244.0,2626695,2628938,-,CDS,0.4661319073083779,1.0427509293680297,pdeF;ECK2499;yfgF;NP_416998.1
b2504,0.0,0,192.0,2629290,2629481,+,CDS,0.4947916666666667,1.2307692307692308,yfgG;ECK2500;NP_416999.1
b2505,0.0,0,519.0,2629792,2630310,+,CDS,0.4720616570327553,1.1428666755638597,yfgH;ECK2501;NP_417000.1
b2506,0.0,0,540.0,2630326,2630865,+,CDS,0.4925925925925926,1.2003419777714448,yfgI;ECK2502;NP_417001.1
b2507,0.0006337135614702154,1,1578.0,2630958,2632535,-,CDS,0.541191381495564,1.231944933145672,guaA;ECK2503;NP_417002.1
b2508,0.0013633265167007499,2,1467.0,2632604,2634070,-,CDS,0.5466939331970007,1.2350024943876279,guaB;ECK2504;guaR;NP_417003.1
b2509,0.0,0,1371.0,2634232,2635602,+,CDS,0.5324580598103574,1.3175862871558461,xseA;ECK2505;xse;NP_417004.1
b2510,0.0,0,216.0,2635599,2635814,-,CDS,0.47685185185185186,0.9061784897025171,yfgJ;ECK2506;NP_417005.2
b2511,0.0,0,1473.0,2635884,2637356,-,CDS,0.5220638153428377,1.2896306429548563,der;ECK2507;engA;yfgK;NP_417006.2
b2512,0.0,0,1179.0,2637474,2638652,-,CDS,0.5326547921967769,1.1834075894914735,bamB;ECK2508;yfgL;NP_417007.1
b2513,0.001610305958132045,1,621.0,2638663,2639283,-,CDS,0.4975845410628019,0.958744317694485,yfgM;ECK2509;NP_417008.1
b2514,0.0,0,1275.0,2639301,2640575,-,CDS,0.5474509803921569,1.163852122318576,hisS;ECK2510;NP_417009.1
b2515,0.0,0,1119.0,2640686,2641804,-,CDS,0.5326184092940125,1.5056137851497575,ispG;ECK2511;gcpE;NP_417010.1
b2516,0.0,0,1014.0,2641831,2642844,-,CDS,0.5453648915187377,1.0880113056449714,rodZ;ECK2512;yfgA;NP_417011.1
b2517,0.0017316017316017316,2,1155.0,2643129,2644283,-,CDS,0.5298701298701298,1.3853073463268366,rlmN;ECK2513;yfgB;NP_417012.1
b2518,0.0,0,432.0,2644433,2644864,-,CDS,0.5231481481481481,1.3533834586466165,ndk;ECK2514;NP_417013.1
b2519,0.0012970168612191958,3,2313.0,2645013,2647325,-,CDS,0.5672287073065283,1.1540947371366217,pbpC;ECK2515;yfgN;NP_417014.1
b2520,0.00040306328093510683,2,4962.0,2647326,2652287,-,CDS,0.5296251511487303,1.209598096476674,yfhM;ECK2516;NP_417015.1
b2521,0.0,0,846.0,2652494,2653339,+,CDS,0.5319148936170213,1.2886002886002885,sseA;ECK2517;mstA;NP_417016.4
b2522,0.001287001287001287,1,777.0,2654157,2654933,-,CDS,0.47104247104247104,1.190250202745322,sseB;ECK2519;NP_417017.4
b2523,0.001557632398753894,2,1284.0,2655075,2656358,-,CDS,0.5685358255451713,1.178955995173811,pepB;ECK2520;yfhI;NP_417018.4
b2524,0.0,0,201.0,2656536,2656736,-,CDS,0.5024875621890548,1.6683794466403163,iscX;ECK2521;yfhJ;NP_417019.1
b2525,0.0,0,336.0,2656748,2657083,-,CDS,0.5178571428571429,1.0655391120507398,fdx;ECK2522;NP_417020.1
b2526,0.0005402485143165856,1,1851.0,2657085,2658935,-,CDS,0.5769854132901134,1.2932545731707317,hscA;ECK2523;hsc;NP_417021.1
b2527,0.0,0,516.0,2658952,2659467,-,CDS,0.5232558139534884,1.3307726075504829,hscB;ECK2524;yfhE;NP_417022.1
b2528,0.0030864197530864196,1,324.0,2659563,2659886,-,CDS,0.5154320987654321,1.2513368983957218,iscA;ECK2525;yfhF;NP_417023.1
b2529,0.002583979328165375,1,387.0,2659903,2660289,-,CDS,0.5012919896640827,1.449438202247191,iscU;ECK2526;nifU;yfhN;NP_417024.1
b2530,0.0008230452674897119,1,1215.0,2660317,2661531,-,CDS,0.5333333333333333,1.3310692375109554,iscS;ECK2527;nuvC;yfhO;yzzO;YP_026169.1
b2531,0.0,0,489.0,2661643,2662131,-,CDS,0.5357873210633947,1.2549431321084863,iscR;ECK2528;yfhP;NP_417026.1
b2532,0.001349527665317139,1,741.0,2662583,2663323,-,CDS,0.5546558704453441,1.115483870967742,trmJ;ECK2529;yfhQ;NP_417027.1
b2533,0.0,0,804.0,2663442,2664245,+,CDS,0.5447761194029851,1.441941941941942,suhB;ECK2530;ssyA;NP_417028.1
b2534,0.0,0,855.0,2664390,2665244,+,CDS,0.5052631578947369,1.2654440154440154,yfhR;ECK2531;NP_417029.4
b2535,0.00078064012490242,1,1281.0,2665435,2666715,+,CDS,0.5152224824355972,1.106746323529412,csiE;csi-16;ECK2532;NP_417030.2
b2536,0.0008771929824561404,1,1140.0,2666707,2667846,-,CDS,0.5649122807017544,1.075231177620256,hcaT;ECK2533;yfhS;NP_417031.1
b2537,0.0,0,891.0,2668006,2668896,-,CDS,0.4983164983164983,1.2576507650765076,hcaR;ECK2534;phdR;yfhT;NP_417032.1
b4706,0.0,0,66.0,2668006,2668071,-,CDS,0.5,1.7111111111111112,iroK;ECK4518;YP_008592385.1
b2538,0.0014684287812041115,2,1362.0,2669032,2670393,+,CDS,0.5293685756240822,1.0384135541008856,hcaE;digA;ECK2535;hcaA;hcaA1;phdC1;yfhU;NP_417033.1
b2539,0.0019267822736030828,1,519.0,2670390,2670908,+,CDS,0.5221579961464354,1.2175122749590834,hcaF;digB;ECK2536;hcaA;hcaA2;hcaB;phdC2;yfhV;NP_417034.1
b2540,0.003115264797507788,1,321.0,2670908,2671228,+,CDS,0.5545171339563862,1.2163698370594922,hcaC;ECK2537;hcaa3;phdB;yfhW;NP_417035.1
b2541,0.0012300123001230013,1,813.0,2671225,2672037,+,CDS,0.5608856088560885,1.302306281964682,hcaB;ECK2538;phdD;yfhX;NP_417036.1
b2542,0.0,0,1203.0,2672047,2673249,+,CDS,0.5403158769742311,1.0846169176892635,hcaD;ECK2539;hcaa4;phdA;yfhY;NP_417037.1
b2543,0.002364066193853428,1,423.0,2673346,2673768,+,CDS,0.49645390070921985,1.357758620689655,yphA;ECK2540;NP_417038.4
b2544,0.0,0,873.0,2673816,2674688,-,CDS,0.5521191294387171,1.0807469661040592,yphB;ECK2541;NP_417039.1
b2545,0.0,0,1062.0,2674700,2675761,-,CDS,0.551789077212806,1.196399772317617,yphC;ECK2542;NP_417040.2
b2546,0.001001001001001001,1,999.0,2675827,2676825,-,CDS,0.5615615615615616,1.2281621243885394,yphD;ECK2543;NP_417041.1
b2547,0.0,0,1512.0,2676850,2678361,-,CDS,0.5608465608465608,1.1726902173913043,yphE;ECK2544;NP_417042.1
b2548,0.0,0,984.0,2678384,2679367,-,CDS,0.4613821138211382,1.3544923603327237,yphF;ECK2545;NP_417043.1
b2549,0.0003046922608165753,1,3282.0,2679464,2682745,-,CDS,0.5487507617306521,1.165705078226519,yphG;ECK2546;NP_417044.4
b2550,0.0,0,1194.0,2682863,2684056,+,CDS,0.5058626465661642,1.2198827292110874,yphH;ECK2547;NP_417045.4
b2551,0.0,0,1254.0,2684254,2685507,-,CDS,0.5334928229665071,1.2336117619703446,glyA;ECK2548;NP_417046.1
b2552,0.0,0,1191.0,2685835,2687025,+,CDS,0.5247691015952981,1.0996778628146995,hmp;ECK2549;fsrB;hmpA;NP_417047.1
b2553,0.0,0,339.0,2687070,2687408,-,CDS,0.5103244837758112,1.655453065653825,glnB;ECK2550;NP_417048.1
b2554,0.0,0,1335.0,2687469,2688803,-,CDS,0.547565543071161,1.2146401985111663,glrR;ECK2551;qseF;yfhA;NP_417049.1
b2555,0.0,0,714.0,2688793,2689506,-,CDS,0.542016806722689,1.0908067542213884,qseG;ECK2552;yfhG;NP_417050.1
b2556,0.0,0,1428.0,2689671,2691098,-,CDS,0.5315126050420168,1.0669515669515668,glrK;ECK2553;qseE;yfhK;yfhZ;NP_417051.2
b2557,0.0007716049382716049,3,3888.0,2691656,2695543,-,CDS,0.5689300411522634,1.204884587478633,purL;ECK2555;purI;YP_026170.1
b2558,0.0,0,1557.0,2695801,2697357,+,CDS,0.50417469492614,1.1628156172069826,mltF;ECK2556;yfhD;NP_417053.2
b2559,0.0,0,504.0,2697354,2697857,-,CDS,0.5476190476190477,1.37867410426947,tadA;ECK2557;yfhC;NP_417054.2
b2560,0.0,0,636.0,2697915,2698550,-,CDS,0.5220125786163522,1.2054674685620559,pgpC;ECK2558;yfhB;NP_417055.4
b2561,0.002355712603062426,2,849.0,2698759,2699607,+,CDS,0.5170789163722026,1.1824020952856074,yfhH;ECK2559;NP_417056.2
b2562,0.0,0,261.0,2699663,2699923,+,CDS,0.4482758620689655,1.1582840236686391,yfhL;ECK2560;NP_417057.1
b4687,0.0,0,81.0,2700117,2700197,-,CDS,0.37037037037037035,0.7330316742081447,shoB;b4681;ECK4502;ryfB;yphI;YP_002791251.1
b2563,0.0,0,381.0,2700618,2700998,-,CDS,0.5144356955380578,1.3449935815147627,acpS;dpj;ECK2561;NP_417058.1
b2564,0.0,0,732.0,2700998,2701729,-,CDS,0.5642076502732241,1.2593325791855203,pdxJ;ECK2562;NP_417059.1
b2565,0.0013717421124828531,1,729.0,2701741,2702469,-,CDS,0.5404663923182441,1.315036722071898,recO;ECK2563;NP_417060.1
b2566,0.0011037527593818985,1,906.0,2702481,2703386,-,CDS,0.5231788079470199,1.3403083504144016,era;ECK2564;rbaA;sdgE;NP_417061.1
b2567,0.0,0,681.0,2703383,2704063,-,CDS,0.5066079295154186,1.2873345935727787,rnc;ECK2565;NP_417062.1
b2568,0.0,0,975.0,2704335,2705309,-,CDS,0.52,1.242526746381372,lepB;ECK2566;lep;NP_417063.1
b2569,0.0005555555555555556,1,1800.0,2705325,2707124,-,CDS,0.5372222222222223,1.3101446296914738,lepA;ECK2567;NP_417064.1
b2570,0.0,0,480.0,2707322,2707801,-,CDS,0.5479166666666667,1.144053017091036,rseC;ECK2568;NP_417065.1
b2571,0.0,0,957.0,2707798,2708754,-,CDS,0.5078369905956113,1.3946418585735345,rseB;ECK2569;NP_417066.1
b2572,0.0,0,651.0,2708754,2709404,-,CDS,0.522273425499232,0.9914506247620366,rseA;ECK2570;mclA;yfiJ;NP_417067.1
b2573,0.0,0,576.0,2709437,2710012,-,CDS,0.4878472222222222,1.0780908807320368,rpoE;ECK2571;sigE;NP_417068.1
b2574,0.0,0,1623.0,2710420,2712042,+,CDS,0.5317313616759088,1.19664499601748,nadB;ECK2572;nic;nicB;NP_417069.1
b2575,0.0,0,738.0,2712027,2712764,-,CDS,0.524390243902439,1.1217632050377286,yfiC;ECK2573;trmM;NP_417070.2
b2576,0.00149812734082397,2,1335.0,2712896,2714230,+,CDS,0.547565543071161,1.409176660827382,srmB;ECK2574;rbaB;rhlA;NP_417071.1
b2577,0.0022675736961451248,2,882.0,2714439,2715320,-,CDS,0.4965986394557823,1.2965890448899589,yfiE;ECK2575;NP_417072.4
b2578,0.0,0,588.0,2715423,2716010,+,CDS,0.5119047619047619,0.9984806506390205,eamB;ECK2576;yfiK;NP_417073.1
b2579,0.0,0,384.0,2716066,2716449,-,CDS,0.4791666666666667,1.2301850972947317,grcA;ECK2577;yfiD;NP_417074.1
b2580,0.0,0,690.0,2716754,2717443,+,CDS,0.5217391304347826,1.0866477272727273,ung;ECK2578;NP_417075.1
b2581,0.0,0,1038.0,2717491,2718528,-,CDS,0.5626204238921002,1.2667169161193066,yfiF;ECK2579;NP_417076.1
b2582,0.0,0,420.0,2718735,2719154,+,CDS,0.49523809523809526,1.5315568022440391,trxC;ECK2580;yfiG;NP_417077.1
b2583,0.002861230329041488,2,699.0,2719223,2719921,+,CDS,0.5236051502145923,1.2129244577412117,tapT;ECK2581;tuaA;yfiP;NP_417078.4
b2584,0.0003757985719654265,1,2661.0,2719953,2722613,+,CDS,0.5430289364900414,1.18816497516404,patZ;ECK2582;pka;yfiQ;NP_417079.1
b2585,0.0007374631268436578,1,1356.0,2722727,2724082,+,CDS,0.4889380530973451,1.25868627486668,pssA;ECK2583;pss;NP_417080.4
b2586,0.0030864197530864196,1,324.0,2724128,2724451,+,CDS,0.5370370370370371,0.9135338345864661,yfiM;ECK2584;NP_417081.2
